C_Class1_2,C_Manuf_Part_Number,C_SKU_Nbr,C_Short_Week,C_sku1,C_Sales_Units,C_sales
021-007-LANDSCAPE,359894,1004183704,FW 202005,1004183704-4 X 4 BLACK METAL POST CAP,4933.0,9656.330000000004
021-007-LANDSCAPE,359894,1004183704,FW 202032,1004183704-4 X 4 BLACK METAL POST CAP,10623.0,20785.46999999979
021-007-LANDSCAPE,359894,1004183704,FW 202051,1004183704-4 X 4 BLACK METAL POST CAP,4401.0,8628.969999999958
021-007-LANDSCAPE,359894,1004183704,FW 201921,1004183704-4 X 4 BLACK METAL POST CAP,3694.0,6856.720000000014
021-007-LANDSCAPE,359894,1004183704,FW 202015,1004183704-4 X 4 BLACK METAL POST CAP,21406.0,41939.62999999962
021-007-LANDSCAPE,359894,1004183704,FW 202025,1004183704-4 X 4 BLACK METAL POST CAP,3776.0,7407.120000000008
021-007-LANDSCAPE,359894,1004183704,FW 201927,1004183704-4 X 4 BLACK METAL POST CAP,3448.0,6434.4200000000255
021-007-LANDSCAPE,359894,1004183704,FW 202018,1004183704-4 X 4 BLACK METAL POST CAP,11778.0,23069.849999999846
021-007-LANDSCAPE,359894,1004183704,FW 202102,1004183704-4 X 4 BLACK METAL POST CAP,2938.0,5762.630000000001
021-007-LANDSCAPE,359894,1004183704,FW 202103,1004183704-4 X 4 BLACK METAL POST CAP,2910.0,5670.080000000006
021-007-LANDSCAPE,359894,1004183704,FW 202036,1004183704-4 X 4 BLACK METAL POST CAP,12217.0,23908.11999999987
021-007-LANDSCAPE,359894,1004183704,FW 202035,1004183704-4 X 4 BLACK METAL POST CAP,11145.0,21870.429999999793
021-007-LANDSCAPE,359894,1004183704,FW 202046,1004183704-4 X 4 BLACK METAL POST CAP,3111.0,6122.070000000031
021-007-LANDSCAPE,359894,1004183704,FW 201922,1004183704-4 X 4 BLACK METAL POST CAP,3639.0,6782.670000000022
021-007-LANDSCAPE,359894,1004183704,FW 201912,1004183704-4 X 4 BLACK METAL POST CAP,770.0,1430.5799999999986
021-007-LANDSCAPE,359894,1004183704,FW 202052,1004183704-4 X 4 BLACK METAL POST CAP,3419.0,6696.069999999991
021-007-LANDSCAPE,359894,1004183704,FW 202019,1004183704-4 X 4 BLACK METAL POST CAP,8439.0,16565.319999999894
021-007-LANDSCAPE,359894,1004183704,FW 202050,1004183704-4 X 4 BLACK METAL POST CAP,4520.0,8872.439999999993
021-007-LANDSCAPE,359894,1004183704,FW 202017,1004183704-4 X 4 BLACK METAL POST CAP,15620.0,30631.929999999582
021-007-LANDSCAPE,359894,1004183704,FW 202022,1004183704-4 X 4 BLACK METAL POST CAP,6913.0,13557.069999999927
021-007-LANDSCAPE,359894,1004183704,FW 201934,1004183704-4 X 4 BLACK METAL POST CAP,4750.0,8821.140000000041
021-007-LANDSCAPE,359894,1004183704,FW 202038,1004183704-4 X 4 BLACK METAL POST CAP,8934.0,17525.239999999907
021-007-LANDSCAPE,359894,1004183704,FW 202014,1004183704-4 X 4 BLACK METAL POST CAP,21283.0,41719.9299999997
021-007-LANDSCAPE,359894,1004183704,FW 201911,1004183704-4 X 4 BLACK METAL POST CAP,408.0,763.4399999999996
021-007-LANDSCAPE,359894,1004183704,FW 201941,1004183704-4 X 4 BLACK METAL POST CAP,2920.0,5653.380000000021
021-007-LANDSCAPE,359894,1004183704,FW 201925,1004183704-4 X 4 BLACK METAL POST CAP,2798.0,5194.810000000016
021-007-LANDSCAPE,359894,1004183704,FW 202034,1004183704-4 X 4 BLACK METAL POST CAP,13153.0,25727.119999999704
021-007-LANDSCAPE,359894,1004183704,FW 201908,1004183704-4 X 4 BLACK METAL POST CAP,4.0,7.52
021-007-LANDSCAPE,359894,1004183704,FW 202026,1004183704-4 X 4 BLACK METAL POST CAP,2250.0,4400.690000000011
021-007-LANDSCAPE,359894,1004183704,FW 202004,1004183704-4 X 4 BLACK METAL POST CAP,4188.0,8191.329999999998
021-007-LANDSCAPE,359894,1004183704,FW 201950,1004183704-4 X 4 BLACK METAL POST CAP,2899.0,5681.080000000024
021-007-LANDSCAPE,359894,1004183704,FW 201917,1004183704-4 X 4 BLACK METAL POST CAP,3720.0,6878.460000000022
021-007-LANDSCAPE,359894,1004183704,FW 202105,1004183704-4 X 4 BLACK METAL POST CAP,4634.0,9053.549999999945
021-007-LANDSCAPE,359894,1004183704,FW 202003,1004183704-4 X 4 BLACK METAL POST CAP,3811.0,7491.7900000000045
021-007-LANDSCAPE,359894,1004183704,FW 202047,1004183704-4 X 4 BLACK METAL POST CAP,2683.0,5282.6700000000255
021-007-LANDSCAPE,359894,1004183704,FW 201940,1004183704-4 X 4 BLACK METAL POST CAP,4422.0,8442.900000000007
021-007-LANDSCAPE,359894,1004183704,FW 201951,1004183704-4 X 4 BLACK METAL POST CAP,3116.0,6085.960000000022
021-007-LANDSCAPE,359894,1004183704,FW 202031,1004183704-4 X 4 BLACK METAL POST CAP,12918.0,25287.029999999875
021-007-LANDSCAPE,359894,1004183704,FW 201930,1004183704-4 X 4 BLACK METAL POST CAP,3997.0,7400.860000000019
021-007-LANDSCAPE,359894,1004183704,FW 201939,1004183704-4 X 4 BLACK METAL POST CAP,3618.0,6730.960000000026
021-007-LANDSCAPE,359894,1004183704,FW 202024,1004183704-4 X 4 BLACK METAL POST CAP,5327.0,10454.739999999956
021-007-LANDSCAPE,359894,1004183704,FW 201948,1004183704-4 X 4 BLACK METAL POST CAP,2954.0,5725.920000000024
021-007-LANDSCAPE,359894,1004183704,FW 201945,1004183704-4 X 4 BLACK METAL POST CAP,2371.0,4493.230000000012
021-007-LANDSCAPE,359894,1004183704,FW 202001,1004183704-4 X 4 BLACK METAL POST CAP,2544.0,4960.920000000018
021-007-LANDSCAPE,359894,1004183704,FW 201926,1004183704-4 X 4 BLACK METAL POST CAP,2412.0,4490.540000000009
021-007-LANDSCAPE,359894,1004183704,FW 201914,1004183704-4 X 4 BLACK METAL POST CAP,1013.0,1867.9299999999978
021-007-LANDSCAPE,359894,1004183704,FW 202030,1004183704-4 X 4 BLACK METAL POST CAP,10589.0,20726.94999999981
021-007-LANDSCAPE,359894,1004183704,FW 201913,1004183704-4 X 4 BLACK METAL POST CAP,726.0,1354.8999999999983
021-007-LANDSCAPE,359894,1004183704,FW 201949,1004183704-4 X 4 BLACK METAL POST CAP,2488.0,4872.000000000022
021-007-LANDSCAPE,359894,1004183704,FW 202029,1004183704-4 X 4 BLACK METAL POST CAP,11488.0,22534.12999999979
021-007-LANDSCAPE,359894,1004183704,FW 202007,1004183704-4 X 4 BLACK METAL POST CAP,5966.0,11706.899999999954
021-007-LANDSCAPE,359894,1004183704,FW 202045,1004183704-4 X 4 BLACK METAL POST CAP,5353.0,10471.879999999981
021-007-LANDSCAPE,359894,1004183704,FW 201929,1004183704-4 X 4 BLACK METAL POST CAP,4014.0,7466.350000000021
021-007-LANDSCAPE,359894,1004183704,FW 202012,1004183704-4 X 4 BLACK METAL POST CAP,16768.0,32842.35999999959
021-007-LANDSCAPE,359894,1004183704,FW 202006,1004183704-4 X 4 BLACK METAL POST CAP,7068.0,13868.059999999943
021-007-LANDSCAPE,359894,1004183704,FW 202043,1004183704-4 X 4 BLACK METAL POST CAP,6499.0,12757.64999999995
021-007-LANDSCAPE,359894,1004183704,FW 201932,1004183704-4 X 4 BLACK METAL POST CAP,4364.0,8126.470000000028
021-007-LANDSCAPE,359894,1004183704,FW 201937,1004183704-4 X 4 BLACK METAL POST CAP,4193.0,7817.89000000003
021-007-LANDSCAPE,359894,1004183704,FW 201916,1004183704-4 X 4 BLACK METAL POST CAP,3698.0,6867.150000000021
021-007-LANDSCAPE,359894,1004183704,FW 201918,1004183704-4 X 4 BLACK METAL POST CAP,2905.0,5425.280000000017
021-007-LANDSCAPE,359894,1004183704,FW 201933,1004183704-4 X 4 BLACK METAL POST CAP,5330.0,9922.250000000036
021-007-LANDSCAPE,359894,1004183704,FW 202016,1004183704-4 X 4 BLACK METAL POST CAP,21210.0,41565.95999999986
021-007-LANDSCAPE,359894,1004183704,FW 202010,1004183704-4 X 4 BLACK METAL POST CAP,11422.0,22414.50999999985
021-007-LANDSCAPE,359894,1004183704,FW 202037,1004183704-4 X 4 BLACK METAL POST CAP,10421.0,20332.209999999825
021-007-LANDSCAPE,359894,1004183704,FW 202048,1004183704-4 X 4 BLACK METAL POST CAP,3847.0,7516.610000000008
021-007-LANDSCAPE,359894,1004183704,FW 201936,1004183704-4 X 4 BLACK METAL POST CAP,3993.0,7439.65000000004
021-007-LANDSCAPE,359894,1004183704,FW 202008,1004183704-4 X 4 BLACK METAL POST CAP,7185.0,14106.429999999935
021-007-LANDSCAPE,359894,1004183704,FW 202002,1004183704-4 X 4 BLACK METAL POST CAP,2852.0,5610.020000000019
021-007-LANDSCAPE,359894,1004183704,FW 202040,1004183704-4 X 4 BLACK METAL POST CAP,9865.0,19350.509999999842
021-007-LANDSCAPE,359894,1004183704,FW 201920,1004183704-4 X 4 BLACK METAL POST CAP,2253.0,4173.87000000001
021-007-LANDSCAPE,359894,1004183704,FW 202042,1004183704-4 X 4 BLACK METAL POST CAP,8201.0,16057.829999999882
021-007-LANDSCAPE,359894,1004183704,FW 202049,1004183704-4 X 4 BLACK METAL POST CAP,4296.0,8393.789999999999
021-007-LANDSCAPE,359894,1004183704,FW 202041,1004183704-4 X 4 BLACK METAL POST CAP,8341.0,16323.019999999855
021-007-LANDSCAPE,359894,1004183704,FW 201919,1004183704-4 X 4 BLACK METAL POST CAP,2049.0,3810.950000000007
021-007-LANDSCAPE,359894,1004183704,FW 202039,1004183704-4 X 4 BLACK METAL POST CAP,6947.0,13566.009999999924
021-007-LANDSCAPE,359894,1004183704,FW 201935,1004183704-4 X 4 BLACK METAL POST CAP,4311.0,8062.570000000034
021-007-LANDSCAPE,359894,1004183704,FW 201903,1004183704-4 X 4 BLACK METAL POST CAP,1.0,1.88
021-007-LANDSCAPE,359895,1004184089,FW 201930,1004184089-6 X 6 BLACK METAL POST CAP,241.0,921.7899999999995
021-007-LANDSCAPE,359895,1004184089,FW 202023,1004184089-6 X 6 BLACK METAL POST CAP,947.0,3699.069999999999
021-007-LANDSCAPE,359895,1004184089,FW 202007,1004184089-6 X 6 BLACK METAL POST CAP,640.0,2491.1499999999996
021-007-LANDSCAPE,359895,1004184089,FW 201923,1004184089-6 X 6 BLACK METAL POST CAP,446.0,1690.3000000000002
021-007-LANDSCAPE,359895,1004184089,FW 202102,1004184089-6 X 6 BLACK METAL POST CAP,142.0,564.7599999999998
021-007-LANDSCAPE,359895,1004184089,FW 202031,1004184089-6 X 6 BLACK METAL POST CAP,717.0,2817.0299999999997
021-007-LANDSCAPE,359895,1004184089,FW 202037,1004184089-6 X 6 BLACK METAL POST CAP,570.0,2242.760000000001
021-007-LANDSCAPE,359895,1004184089,FW 201926,1004184089-6 X 6 BLACK METAL POST CAP,214.0,811.54
021-007-LANDSCAPE,359895,1004184089,FW 202024,1004184089-6 X 6 BLACK METAL POST CAP,911.0,3599.720000000004
021-007-LANDSCAPE,359895,1004184089,FW 202002,1004184089-6 X 6 BLACK METAL POST CAP,230.0,909.8599999999997
021-007-LANDSCAPE,359895,1004184089,FW 202034,1004184089-6 X 6 BLACK METAL POST CAP,960.0,3800.7100000000037
021-007-LANDSCAPE,359895,1004184089,FW 202006,1004184089-6 X 6 BLACK METAL POST CAP,353.0,1377.94
021-007-LANDSCAPE,359895,1004184089,FW 201946,1004184089-6 X 6 BLACK METAL POST CAP,186.0,737.5999999999999
021-007-LANDSCAPE,359895,1004184089,FW 201908,1004184089-6 X 6 BLACK METAL POST CAP,4.0,15.52
021-007-LANDSCAPE,359895,1004184089,FW 202105,1004184089-6 X 6 BLACK METAL POST CAP,525.0,2074.230000000002
021-007-LANDSCAPE,359895,1004184089,FW 202038,1004184089-6 X 6 BLACK METAL POST CAP,616.0,2449.97
021-007-LANDSCAPE,359895,1004184089,FW 201925,1004184089-6 X 6 BLACK METAL POST CAP,313.0,1196.8099999999997
021-007-LANDSCAPE,359895,1004184089,FW 202040,1004184089-6 X 6 BLACK METAL POST CAP,638.0,2506.729999999999
021-007-LANDSCAPE,359895,1004184089,FW 202016,1004184089-6 X 6 BLACK METAL POST CAP,1149.0,4554.440000000009
021-007-LANDSCAPE,359895,1004184089,FW 202032,1004184089-6 X 6 BLACK METAL POST CAP,594.0,2323.5099999999993
021-007-LANDSCAPE,359895,1004184089,FW 201920,1004184089-6 X 6 BLACK METAL POST CAP,176.0,676.3
021-007-LANDSCAPE,359895,1004184089,FW 202013,1004184089-6 X 6 BLACK METAL POST CAP,1230.0,4849.840000000011
021-007-LANDSCAPE,359895,1004184089,FW 202003,1004184089-6 X 6 BLACK METAL POST CAP,331.0,1307.98
021-007-LANDSCAPE,359895,1004184089,FW 202041,1004184089-6 X 6 BLACK METAL POST CAP,675.0,2645.17
021-007-LANDSCAPE,359895,1004184089,FW 201945,1004184089-6 X 6 BLACK METAL POST CAP,225.0,887.22
021-007-LANDSCAPE,359895,1004184089,FW 201940,1004184089-6 X 6 BLACK METAL POST CAP,249.0,982.2600000000002
021-007-LANDSCAPE,359895,1004184089,FW 201917,1004184089-6 X 6 BLACK METAL POST CAP,486.0,1866.2299999999998
021-007-LANDSCAPE,359895,1004184089,FW 202017,1004184089-6 X 6 BLACK METAL POST CAP,1075.0,4244.920000000008
021-007-LANDSCAPE,359895,1004184089,FW 201932,1004184089-6 X 6 BLACK METAL POST CAP,408.0,1562.2299999999989
021-007-LANDSCAPE,359895,1004184089,FW 201937,1004184089-6 X 6 BLACK METAL POST CAP,437.0,1679.25
021-007-LANDSCAPE,359895,1004184089,FW 201939,1004184089-6 X 6 BLACK METAL POST CAP,478.0,1843.2099999999991
021-007-LANDSCAPE,359895,1004184089,FW 202012,1004184089-6 X 6 BLACK METAL POST CAP,965.0,3782.5900000000065
021-007-LANDSCAPE,359895,1004184089,FW 202033,1004184089-6 X 6 BLACK METAL POST CAP,858.0,3391.100000000003
021-007-LANDSCAPE,359895,1004184089,FW 201928,1004184089-6 X 6 BLACK METAL POST CAP,139.0,540.5199999999999
021-007-LANDSCAPE,359895,1004184089,FW 202101,1004184089-6 X 6 BLACK METAL POST CAP,223.0,886.7400000000006
021-007-LANDSCAPE,359895,1004184089,FW 202048,1004184089-6 X 6 BLACK METAL POST CAP,169.0,659.4999999999998
021-007-LANDSCAPE,359895,1004184089,FW 201943,1004184089-6 X 6 BLACK METAL POST CAP,320.0,1254.1000000000001
021-007-LANDSCAPE,359895,1004184089,FW 201922,1004184089-6 X 6 BLACK METAL POST CAP,339.0,1293.8999999999996
021-007-LANDSCAPE,359895,1004184089,FW 201911,1004184089-6 X 6 BLACK METAL POST CAP,46.0,177.70000000000002
021-007-LANDSCAPE,359895,1004184089,FW 202004,1004184089-6 X 6 BLACK METAL POST CAP,386.0,1518.5500000000004
021-007-LANDSCAPE,359895,1004184089,FW 202019,1004184089-6 X 6 BLACK METAL POST CAP,1048.0,4144.800000000004
021-007-LANDSCAPE,359895,1004184089,FW 201947,1004184089-6 X 6 BLACK METAL POST CAP,182.0,713.6900000000003
021-007-LANDSCAPE,359895,1004184089,FW 202044,1004184089-6 X 6 BLACK METAL POST CAP,350.0,1385.8500000000004
021-007-LANDSCAPE,359895,1004184089,FW 201951,1004184089-6 X 6 BLACK METAL POST CAP,167.0,658.5800000000004
021-007-LANDSCAPE,359895,1004184089,FW 202015,1004184089-6 X 6 BLACK METAL POST CAP,1463.0,5794.470000000012
021-007-LANDSCAPE,359895,1004184089,FW 202039,1004184089-6 X 6 BLACK METAL POST CAP,498.0,1956.0799999999995
021-007-LANDSCAPE,359895,1004184089,FW 202027,1004184089-6 X 6 BLACK METAL POST CAP,460.0,1808.9600000000003
021-007-LANDSCAPE,359895,1004184089,FW 202014,1004184089-6 X 6 BLACK METAL POST CAP,1237.0,4876.380000000007
021-007-LANDSCAPE,359895,1004184089,FW 202049,1004184089-6 X 6 BLACK METAL POST CAP,294.0,1160.15
021-007-LANDSCAPE,359895,1004184089,FW 202025,1004184089-6 X 6 BLACK METAL POST CAP,349.0,1378.9
021-007-LANDSCAPE,359895,1004184089,FW 201949,1004184089-6 X 6 BLACK METAL POST CAP,188.0,750.3200000000003
021-007-LANDSCAPE,359895,1004184089,FW 201913,1004184089-6 X 6 BLACK METAL POST CAP,118.0,454.72
021-007-LANDSCAPE,359895,1004184089,FW 202047,1004184089-6 X 6 BLACK METAL POST CAP,131.0,501.13000000000005
021-007-LANDSCAPE,359895,1004184089,FW 202035,1004184089-6 X 6 BLACK METAL POST CAP,901.0,3559.4000000000033
021-007-LANDSCAPE,359895,1004184089,FW 202018,1004184089-6 X 6 BLACK METAL POST CAP,1050.0,4165.450000000005
021-007-LANDSCAPE,359895,1004184089,FW 202045,1004184089-6 X 6 BLACK METAL POST CAP,401.0,1553.6800000000003
021-007-LANDSCAPE,359895,1004184089,FW 202022,1004184089-6 X 6 BLACK METAL POST CAP,855.0,3293.2900000000027
021-007-LANDSCAPE,359895,1004184089,FW 202021,1004184089-6 X 6 BLACK METAL POST CAP,607.0,2390.5600000000004
021-007-LANDSCAPE,359895,1004184089,FW 202103,1004184089-6 X 6 BLACK METAL POST CAP,215.0,851.3100000000003
021-007-LANDSCAPE,359895,1004184089,FW 202051,1004184089-6 X 6 BLACK METAL POST CAP,293.0,1157.590000000001
021-007-LANDSCAPE,359895,1004184089,FW 202020,1004184089-6 X 6 BLACK METAL POST CAP,828.0,3234.3
021-007-LANDSCAPE,359895,1004184089,FW 201927,1004184089-6 X 6 BLACK METAL POST CAP,189.0,729.2299999999998
021-007-LANDSCAPE,359895,1004184089,FW 201936,1004184089-6 X 6 BLACK METAL POST CAP,533.0,2038.8699999999997
021-007-LANDSCAPE,359895,1004184089,FW 201948,1004184089-6 X 6 BLACK METAL POST CAP,281.0,1119.4800000000002
021-007-LANDSCAPE,359895,1004184089,FW 201933,1004184089-6 X 6 BLACK METAL POST CAP,577.0,2227.6400000000003
021-007-LANDSCAPE,359895,1004184089,FW 201929,1004184089-6 X 6 BLACK METAL POST CAP,187.0,715.6000000000001
021-007-LANDSCAPE,359895,1004184089,FW 202008,1004184089-6 X 6 BLACK METAL POST CAP,620.0,2442.84
021-007-LANDSCAPE,359895,1004184089,FW 201934,1004184089-6 X 6 BLACK METAL POST CAP,601.0,2299.680000000001
021-007-LANDSCAPE,359895,1004184089,FW 202009,1004184089-6 X 6 BLACK METAL POST CAP,699.0,2773.640000000001
021-007-LANDSCAPE,359895,1004184089,FW 202043,1004184089-6 X 6 BLACK METAL POST CAP,425.0,1673.0600000000004
021-007-LANDSCAPE,359895,1004184089,FW 201914,1004184089-6 X 6 BLACK METAL POST CAP,164.0,634.76
021-007-LANDSCAPE,359895,1004184089,FW 202010,1004184089-6 X 6 BLACK METAL POST CAP,797.0,3123.7300000000005
021-007-LANDSCAPE,359895,1004184089,FW 202046,1004184089-6 X 6 BLACK METAL POST CAP,257.0,1006.46
021-007-LANDSCAPE,359895,1004184089,FW 201919,1004184089-6 X 6 BLACK METAL POST CAP,255.0,976.2999999999995
021-007-LANDSCAPE,359895,1004184089,FW 201924,1004184089-6 X 6 BLACK METAL POST CAP,444.0,1689.0100000000007
021-007-LANDSCAPE,359895,1004184089,FW 201942,1004184089-6 X 6 BLACK METAL POST CAP,326.0,1282.4200000000003
021-007-LANDSCAPE,359895,1004184089,FW 202005,1004184089-6 X 6 BLACK METAL POST CAP,505.0,1990.8
021-007-LANDSCAPE,359895,1004184089,FW 201909,1004184089-6 X 6 BLACK METAL POST CAP,-1.0,-3.88
021-007-LANDSCAPE,359895,1004184089,FW 202042,1004184089-6 X 6 BLACK METAL POST CAP,612.0,2415.5499999999997
021-007-LANDSCAPE,359895,1004184089,FW 202036,1004184089-6 X 6 BLACK METAL POST CAP,754.0,2985.67
021-007-LANDSCAPE,359895,1004184089,FW 201916,1004184089-6 X 6 BLACK METAL POST CAP,355.0,1362.2599999999993
021-007-LANDSCAPE,359895,1004184089,FW 201910,1004184089-6 X 6 BLACK METAL POST CAP,46.0,178.48
021-007-LANDSCAPE,359895,1004184089,FW 202029,1004184089-6 X 6 BLACK METAL POST CAP,791.0,3139.420000000001
021-007-LANDSCAPE,359895,1004184089,FW 202001,1004184089-6 X 6 BLACK METAL POST CAP,175.0,703.4899999999999
021-007-LANDSCAPE,359895,1004184089,FW 201944,1004184089-6 X 6 BLACK METAL POST CAP,390.0,1544.4000000000005
021-007-LANDSCAPE,359895,1004184089,FW 201912,1004184089-6 X 6 BLACK METAL POST CAP,126.0,483.06999999999994
021-007-LANDSCAPE,359895,1004184089,FW 202052,1004184089-6 X 6 BLACK METAL POST CAP,314.0,1237.5700000000008
021-007-LANDSCAPE,359895,1004184089,FW 201931,1004184089-6 X 6 BLACK METAL POST CAP,477.0,1841.5100000000004
021-007-LANDSCAPE,359895,1004184089,FW 202026,1004184089-6 X 6 BLACK METAL POST CAP,385.0,1515.77
021-007-LANDSCAPE,359895,1004184089,FW 202030,1004184089-6 X 6 BLACK METAL POST CAP,733.0,2889.6200000000013
021-007-LANDSCAPE,359895,1004184089,FW 201941,1004184089-6 X 6 BLACK METAL POST CAP,226.0,896.4200000000003
021-007-LANDSCAPE,359895,1004184089,FW 201952,1004184089-6 X 6 BLACK METAL POST CAP,237.0,926.1800000000001
021-007-LANDSCAPE,359895,1004184089,FW 202104,1004184089-6 X 6 BLACK METAL POST CAP,538.0,2131.4800000000023
021-007-LANDSCAPE,359895,1004184089,FW 201921,1004184089-6 X 6 BLACK METAL POST CAP,300.0,1164.0899999999997
021-007-LANDSCAPE,359895,1004184089,FW 201915,1004184089-6 X 6 BLACK METAL POST CAP,299.0,1154.3099999999995
021-007-LANDSCAPE,359895,1004184089,FW 201938,1004184089-6 X 6 BLACK METAL POST CAP,302.0,1169.9199999999996
021-007-LANDSCAPE,359895,1004184089,FW 201950,1004184089-6 X 6 BLACK METAL POST CAP,242.0,956.0500000000002
021-007-LANDSCAPE,359895,1004184089,FW 202050,1004184089-6 X 6 BLACK METAL POST CAP,399.0,1590.7600000000007
021-007-LANDSCAPE,359895,1004184089,FW 201935,1004184089-6 X 6 BLACK METAL POST CAP,534.0,2055.130000000001
021-007-LANDSCAPE,359895,1004184089,FW 202028,1004184089-6 X 6 BLACK METAL POST CAP,415.0,1639.71
021-007-LANDSCAPE,359895,1004184089,FW 201918,1004184089-6 X 6 BLACK METAL POST CAP,302.0,1162.8499999999995
021-007-LANDSCAPE,359895,1004184089,FW 202011,1004184089-6 X 6 BLACK METAL POST CAP,1004.0,3970.5600000000045
021-008-FENCING,UNKNOWN,284503,FW 202015,284503-5X5-8FT WHITE VINYL FENCE POST,962.0,23376.769999999993
021-008-FENCING,UNKNOWN,284503,FW 201831,284503-5X5-8FT WHITE VINYL FENCE POST,615.0,14172.48
021-008-FENCING,UNKNOWN,284503,FW 201809,284503-5X5-8FT WHITE VINYL FENCE POST,439.0,10460.460000000001
021-008-FENCING,UNKNOWN,284503,FW 201840,284503-5X5-8FT WHITE VINYL FENCE POST,365.0,7948.499999999998
021-008-FENCING,UNKNOWN,284503,FW 201937,284503-5X5-8FT WHITE VINYL FENCE POST,442.0,11232.16
021-008-FENCING,UNKNOWN,284503,FW 201814,284503-5X5-8FT WHITE VINYL FENCE POST,1220.0,28221.519999999993
021-008-FENCING,UNKNOWN,284503,FW 201950,284503-5X5-8FT WHITE VINYL FENCE POST,544.0,13533.220000000001
021-008-FENCING,UNKNOWN,284503,FW 201827,284503-5X5-8FT WHITE VINYL FENCE POST,724.0,16189.600000000002
021-008-FENCING,UNKNOWN,284503,FW 202022,284503-5X5-8FT WHITE VINYL FENCE POST,918.0,22443.07
021-008-FENCING,UNKNOWN,284503,FW 201935,284503-5X5-8FT WHITE VINYL FENCE POST,391.0,10026.380000000001
021-008-FENCING,UNKNOWN,284503,FW 201934,284503-5X5-8FT WHITE VINYL FENCE POST,514.0,12502.99
021-008-FENCING,UNKNOWN,284503,FW 201912,284503-5X5-8FT WHITE VINYL FENCE POST,970.0,22124.62
021-008-FENCING,UNKNOWN,284503,FW 201952,284503-5X5-8FT WHITE VINYL FENCE POST,412.0,10203.850000000002
021-008-FENCING,UNKNOWN,284503,FW 202048,284503-5X5-8FT WHITE VINYL FENCE POST,354.0,9200.2
021-008-FENCING,UNKNOWN,284503,FW 202045,284503-5X5-8FT WHITE VINYL FENCE POST,529.0,13127.400000000001
021-008-FENCING,UNKNOWN,284503,FW 201921,284503-5X5-8FT WHITE VINYL FENCE POST,697.0,16605.949999999997
021-008-FENCING,UNKNOWN,284503,FW 202018,284503-5X5-8FT WHITE VINYL FENCE POST,1023.0,24926.780000000002
021-008-FENCING,UNKNOWN,284503,FW 201816,284503-5X5-8FT WHITE VINYL FENCE POST,1174.0,25928.539999999997
021-008-FENCING,UNKNOWN,284503,FW 202017,284503-5X5-8FT WHITE VINYL FENCE POST,1064.0,26272.26
021-008-FENCING,UNKNOWN,284503,FW 201811,284503-5X5-8FT WHITE VINYL FENCE POST,870.0,20409.950000000004
021-008-FENCING,UNKNOWN,284503,FW 202011,284503-5X5-8FT WHITE VINYL FENCE POST,756.0,18818.93
021-008-FENCING,UNKNOWN,284503,FW 201846,284503-5X5-8FT WHITE VINYL FENCE POST,180.0,4236.29
021-008-FENCING,UNKNOWN,284503,FW 201947,284503-5X5-8FT WHITE VINYL FENCE POST,203.0,5044.14
021-008-FENCING,UNKNOWN,284503,FW 201936,284503-5X5-8FT WHITE VINYL FENCE POST,542.0,13354.319999999998
021-008-FENCING,UNKNOWN,284503,FW 201822,284503-5X5-8FT WHITE VINYL FENCE POST,792.0,18662.090000000004
021-008-FENCING,UNKNOWN,284503,FW 201939,284503-5X5-8FT WHITE VINYL FENCE POST,589.0,14580.04
021-008-FENCING,UNKNOWN,284503,FW 202021,284503-5X5-8FT WHITE VINYL FENCE POST,855.0,21093.149999999994
021-008-FENCING,UNKNOWN,284503,FW 202051,284503-5X5-8FT WHITE VINYL FENCE POST,578.0,14360.379999999997
021-008-FENCING,UNKNOWN,284503,FW 201806,284503-5X5-8FT WHITE VINYL FENCE POST,235.0,4959.23
021-008-FENCING,UNKNOWN,284503,FW 201807,284503-5X5-8FT WHITE VINYL FENCE POST,164.0,3721.5699999999997
021-008-FENCING,UNKNOWN,284503,FW 201901,284503-5X5-8FT WHITE VINYL FENCE POST,196.0,4739.08
021-008-FENCING,UNKNOWN,284503,FW 201829,284503-5X5-8FT WHITE VINYL FENCE POST,608.0,13413.600000000002
021-008-FENCING,UNKNOWN,284503,FW 201914,284503-5X5-8FT WHITE VINYL FENCE POST,618.0,14745.96
021-008-FENCING,UNKNOWN,284503,FW 202016,284503-5X5-8FT WHITE VINYL FENCE POST,1236.0,30142.46
021-008-FENCING,UNKNOWN,284503,FW 201817,284503-5X5-8FT WHITE VINYL FENCE POST,1376.0,29976.00999999999
021-008-FENCING,UNKNOWN,284503,FW 201917,284503-5X5-8FT WHITE VINYL FENCE POST,745.0,17787.930000000008
021-008-FENCING,UNKNOWN,284503,FW 201931,284503-5X5-8FT WHITE VINYL FENCE POST,464.0,11361.590000000004
021-008-FENCING,UNKNOWN,284503,FW 201830,284503-5X5-8FT WHITE VINYL FENCE POST,660.0,15378.650000000005
021-008-FENCING,UNKNOWN,284503,FW 201842,284503-5X5-8FT WHITE VINYL FENCE POST,63.0,1537.93
021-008-FENCING,UNKNOWN,284503,FW 202029,284503-5X5-8FT WHITE VINYL FENCE POST,519.0,13343.21
021-008-FENCING,UNKNOWN,284503,FW 202052,284503-5X5-8FT WHITE VINYL FENCE POST,386.0,9321.11
021-008-FENCING,UNKNOWN,284503,FW 201949,284503-5X5-8FT WHITE VINYL FENCE POST,372.0,9172.68
