C_SKU_Nbr,C_Short_Week,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_sku1,C_year1_1,C_Sales_Units,C_Sales_Units_LY,C_sales,C_sales_ly
1003912161,FW 202101,0101-MINNESOTA,0101,2821-ELK RIVER,2821,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,37.74,
1003912161,FW 202103,0101-MINNESOTA,0101,"2845-RICHFIELD,MN",2845,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1003912161,FW 202050,0020-LONG ISLAND,0020,1218-COPIAGUE,1218,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1003912161,FW 202052,0164-MILWAUKEE,0164,4902-WEST ALLIS,4902,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,5.0,,94.35,
1003912161,FW 202052,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1005945472,FW 202052,0101-MINNESOTA,0101,2809-BURNSVILLE,2809,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,3.0,,86.61,
1005945472,FW 202051,0164-MILWAUKEE,0164,4918-WAUKESHA,4918,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,12.0,,346.44,
1005945472,FW 202103,0101-MINNESOTA,0101,2843-INVER GROVE HEIGHTS,2843,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,6.0,,173.22,
1003912161,FW 202051,0164-MILWAUKEE,0164,4923-WAUWATOSA,4923,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,6.0,,113.22000000000001,
1005945472,FW 202102,0101-MINNESOTA,0101,2809-BURNSVILLE,2809,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,14.0,,404.18,
1005945472,FW 202052,0020-LONG ISLAND,0020,1222-RIVERHEAD,1222,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,9.0,,259.83,
1003912161,FW 202103,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202102,0039-BOSTON/MA/NH,0039,2676-LEOMINSTER,2676,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202102,0101-MINNESOTA,0101,2810-WOODBURY,2810,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202103,0020-LONG ISLAND,0020,1216-VALLEY STREAM,1216,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,-1.0,,-20.75,
1003912161,FW 202052,0089-BIRMINGHAM,0089,"0810-JASPER,AL",0810,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,0.0,,3.780000000000001,
1005945472,FW 202052,0089-BIRMINGHAM,0089,0804-N HUNTSVILLE,0804,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,2.0,,57.74000000000001,
1005945472,FW 202103,0019-NASHVILLE,0019,"0734-FRANKLIN,TN",0734,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,20.0,,577.4,
1003912161,FW 202048,0020-LONG ISLAND,0020,1213-JERICHO,1213,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1005945472,FW 202101,0101-MINNESOTA,0101,2825-CHASKA,2825,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,23.0,,664.01,
1003912161,FW 202103,0020-LONG ISLAND,0020,1213-JERICHO,1213,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,-5.0,,-103.75,
1005945472,FW 202103,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,-3.0,,-86.61,
1005945472,FW 202051,0164-MILWAUKEE,0164,4909-WEST MADISON,4909,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,10.0,,169.58,
1003912161,FW 202103,0101-MINNESOTA,0101,2833-APPLE VALLEY,2833,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1005945472,FW 202050,0164-MILWAUKEE,0164,4923-WAUWATOSA,4923,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,5.0,,144.35,
1005945472,FW 202101,0101-MINNESOTA,0101,2820-FOREST LAKE,2820,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,12.0,,346.44,
1005945472,FW 202050,0039-BOSTON/MA/NH,0039,4287-MIDDLETOWN,4287,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,12.0,,48.120000000000005,
1003912161,FW 202101,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1003912161,FW 202101,0164-MILWAUKEE,0164,4923-WAUWATOSA,4923,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1003912161,FW 202052,0164-MILWAUKEE,0164,4926-RACINE,4926,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202102,0089-BIRMINGHAM,0089,0812-SCOTTSBORO,0812,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202052,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202050,0019-NASHVILLE,0019,0707-MURFREESBORO,0707,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1005945472,FW 202101,0019-NASHVILLE,0019,0732-THOMPSON LANE,0732,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,9.0,,259.83,
1005945472,FW 202102,0089-BIRMINGHAM,0089,0806-PRATTVILLE,0806,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,8.0,,230.96,
1005945472,FW 202051,0089-BIRMINGHAM,0089,0880-EASTWOOD,0880,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,3.0,,86.61,
1005945472,FW 202052,0019-NASHVILLE,0019,"0775-SPRING HILL,TN",0775,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,3.0,,86.61,
1003912161,FW 202049,0089-BIRMINGHAM,0089,"0810-JASPER,AL",0810,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202048,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,3.0,,86.61,
1003912161,FW 202047,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1005945472,FW 202102,0101-MINNESOTA,0101,2810-WOODBURY,2810,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,7.0,,202.09,
1005945472,FW 202102,0101-MINNESOTA,0101,2825-CHASKA,2825,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,0.0,,0.0,
1003912161,FW 202052,0164-MILWAUKEE,0164,4903-GRAND CHUTE,4903,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,10.0,,188.7,
1005945472,FW 202052,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,27.0,,779.49,
1005945472,FW 202101,0101-MINNESOTA,0101,2805-BLOOMINGTON,2805,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,14.0,,404.18,
1003912161,FW 202101,0101-MINNESOTA,0101,2840-MONTICELLO,2840,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,5.0,,75.47,
1003912161,FW 202103,0164-MILWAUKEE,0164,4918-WAUKESHA,4918,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1005945472,FW 202103,0039-BOSTON/MA/NH,0039,2676-LEOMINSTER,2676,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,2.0,,57.74,
1003912161,FW 202103,0039-BOSTON/MA/NH,0039,2651-BELLINGHAM,2651,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1005945472,FW 202052,0164-MILWAUKEE,0164,4920-W GREEN BAY,4920,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,3.0,,86.61,
1005945472,FW 202052,0020-LONG ISLAND,0020,1218-COPIAGUE,1218,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,5.0,,144.35,
1005945472,FW 202101,0020-LONG ISLAND,0020,1209-SELDEN,1209,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,-8.0,,-230.96,
1003912161,FW 202103,0101-MINNESOTA,0101,2810-WOODBURY,2810,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202051,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1005945472,FW 202051,0019-NASHVILLE,0019,"0734-FRANKLIN,TN",0734,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,4.0,,115.48,
1005945472,FW 202102,0089-BIRMINGHAM,0089,0812-SCOTTSBORO,0812,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,5.0,,144.35,
1005945472,FW 202051,0019-NASHVILLE,0019,0772-PULASKI,0772,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,2.0,,17.32,
1005945472,FW 202103,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,3.0,,86.61,
1003912161,FW 202049,0039-BOSTON/MA/NH,0039,2681-NORWOOD,2681,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1005945472,FW 202049,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,9.0,,259.83,
1005945472,FW 202049,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
1003912161,FW 202049,0020-LONG ISLAND,0020,8465-RACEWAY,8465,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,5.0,,94.35000000000001,
1005945472,FW 202101,0164-MILWAUKEE,0164,4902-WEST ALLIS,4902,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,11.0,,317.57,
1005945472,FW 202102,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,25.0,,649.5699999999999,
1005945472,FW 202103,0039-BOSTON/MA/NH,0039,2613-WAREHAM,2613,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,18.0,,519.66,
1005945472,FW 202103,0101-MINNESOTA,0101,2809-BURNSVILLE,2809,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,2.0,,57.74,
1003912161,FW 202102,0101-MINNESOTA,0101,2840-MONTICELLO,2840,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1005945472,FW 202052,0101-MINNESOTA,0101,2828-BLAINE,2828,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,10.0,,288.7,
1003912161,FW 202050,0164-MILWAUKEE,0164,4918-WAUKESHA,4918,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1005945472,FW 202102,0164-MILWAUKEE,0164,4910-DELAFIELD,4910,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,9.0,,259.83,
1005945472,FW 202102,0101-MINNESOTA,0101,2805-BLOOMINGTON,2805,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,8.0,,230.96,
1003912161,FW 202051,0020-LONG ISLAND,0020,1213-JERICHO,1213,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1003912161,FW 202102,0164-MILWAUKEE,0164,4915-BELLEVUE (E GREEN BAY),4915,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1005945472,FW 202103,0020-LONG ISLAND,0020,1265-SOUTH SETAUKET,1265,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,-1.0,,-28.87,
1003912161,FW 202101,0089-BIRMINGHAM,0089,0805-PELHAM,0805,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1003912161,FW 202051,0019-NASHVILLE,0019,"0775-SPRING HILL,TN",0775,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202050,0019-NASHVILLE,0019,"0775-SPRING HILL,TN",0775,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,4.0,,75.48,
1005945472,FW 202050,0019-NASHVILLE,0019,0721-ANTIOCH,0721,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
1005945472,FW 202102,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,3.0,,86.61,
1005945472,FW 202052,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
1005945472,FW 202049,0020-LONG ISLAND,0020,1213-JERICHO,1213,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
1003912161,FW 202049,0020-LONG ISLAND,0020,1208-ELMONT,1208,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202102,0039-BOSTON/MA/NH,0039,2674-WALTHAM,2674,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,21.0,,606.27,
1005945472,FW 202102,0101-MINNESOTA,0101,2802-FRIDLEY,2802,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,17.0,,490.79,
1003912161,FW 202101,0164-MILWAUKEE,0164,4903-GRAND CHUTE,4903,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,37.74,
1003912161,FW 202052,0101-MINNESOTA,0101,2840-MONTICELLO,2840,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,4.0,,75.48,
1003912161,FW 202052,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1003912161,FW 202052,0101-MINNESOTA,0101,2807-MINNEAPOLIS NE,2807,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1005945472,FW 202052,0101-MINNESOTA,0101,2841-SHAKOPEE,2841,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,11.0,,317.57,
1003912161,FW 202051,0020-LONG ISLAND,0020,1222-RIVERHEAD,1222,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,10.0,,188.70000000000002,
1005945472,FW 202103,0101-MINNESOTA,0101,2806-ST LOUIS PARK,2806,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,11.0,,285.8,
1003912161,FW 202101,0164-MILWAUKEE,0164,4906-EAST MADISON,4906,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1005945472,FW 202103,0020-LONG ISLAND,0020,1229-CORAM,1229,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,1.0,,28.87,
1005945472,FW 202103,0039-BOSTON/MA/NH,0039,4283-N KINGSTOWN,4283,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,1.0,,28.87,
1003912161,FW 202102,0020-LONG ISLAND,0020,1206-FREEPORT,1206,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202052,0039-BOSTON/MA/NH,0039,2615-SEEKONK,2615,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202101,0020-LONG ISLAND,0020,"1272-HUNTINGTON,NY",1272,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,-1.0,,-18.87,
1003912161,FW 202103,0019-NASHVILLE,0019,0707-MURFREESBORO,0707,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202103,0089-BIRMINGHAM,0089,0813-E MONTGOMERY,0813,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1003912161,FW 202052,0019-NASHVILLE,0019,0721-ANTIOCH,0721,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202101,0019-NASHVILLE,0019,"0734-FRANKLIN,TN",0734,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,-1.0,,-18.87,
1003912161,FW 202051,0089-BIRMINGHAM,0089,0813-E MONTGOMERY,0813,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202052,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,8.0,,230.95999999999998,
1005945472,FW 202101,0089-BIRMINGHAM,0089,0805-PELHAM,0805,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,6.0,,173.22,
1003912161,FW 202051,0020-LONG ISLAND,0020,8465-RACEWAY,8465,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,3.0,,56.61,
1003912161,FW 202047,0020-LONG ISLAND,0020,1229-CORAM,1229,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1003912161,FW 202048,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202049,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,8.0,,230.96,
1005945472,FW 202047,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,1.0,,28.87,
1005945472,FW 202050,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,16.0,,430.15999999999997,
1005945472,FW 202051,0164-MILWAUKEE,0164,4926-RACINE,4926,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,21.0,,606.27,
1003912161,FW 202103,0164-MILWAUKEE,0164,4929-WISCONSIN DELL,4929,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1003912161,FW 202103,0101-MINNESOTA,0101,2808-PLYMOUTH,2808,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,41.5,
1005945472,FW 202052,0039-BOSTON/MA/NH,0039,2650-ROCKLAND,2650,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,8.0,,230.96,
1003912161,FW 202103,0101-MINNESOTA,0101,4905-LA CROSSE,4905,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1005945472,FW 202102,0039-BOSTON/MA/NH,0039,2605-SOMERSET,2605,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,3.0,,86.61,
1005945472,FW 202102,0164-MILWAUKEE,0164,4909-WEST MADISON,4909,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,14.0,,404.18,
1003912161,FW 202050,0020-LONG ISLAND,0020,6105-LEVITTOWN (RELO #1201),6105,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,6.0,,113.22000000000001,
1003912161,FW 202102,0164-MILWAUKEE,0164,4931-WAUSAU,4931,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,9.0,,186.75,
1005945472,FW 202103,0164-MILWAUKEE,0164,4906-EAST MADISON,4906,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,10.0,,288.7,
1005945472,FW 202103,0164-MILWAUKEE,0164,4923-WAUWATOSA,4923,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,11.0,,317.57,
1003912161,FW 202101,0039-BOSTON/MA/NH,0039,2651-BELLINGHAM,2651,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1003912161,FW 202103,0020-LONG ISLAND,0020,1208-ELMONT,1208,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202102,0039-BOSTON/MA/NH,0039,"2680-PLYMOUTH,MA",2680,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202102,0089-BIRMINGHAM,0089,0805-PELHAM,0805,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,20.75,
1003912161,FW 202103,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,5.0,,103.75,
1003912161,FW 202050,0019-NASHVILLE,0019,0722-BELLEVUE,0722,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202051,0089-BIRMINGHAM,0089,0804-N HUNTSVILLE,0804,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202051,0019-NASHVILLE,0019,0707-MURFREESBORO,0707,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1003912161,FW 202051,0089-BIRMINGHAM,0089,0818-PELL CITY,0818,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1005945472,FW 202102,0019-NASHVILLE,0019,0732-THOMPSON LANE,0732,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,1.0,,28.87,
1005945472,FW 202101,0019-NASHVILLE,0019,"0775-SPRING HILL,TN",0775,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,5.0,,144.35,
1005945472,FW 202103,0089-BIRMINGHAM,0089,0875-INVERNESS,0875,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,8.0,,230.96,
1003912161,FW 202103,0020-LONG ISLAND,0020,8465-RACEWAY,8465,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,3.0,,62.25,
1003912161,FW 202052,0020-LONG ISLAND,0020,8466-SYOSSET,8466,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,5.0,,94.35000000000001,
1003912161,FW 202102,0020-LONG ISLAND,0020,8465-RACEWAY,8465,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,14.0,,290.5,
1005945472,FW 202101,0039-BOSTON/MA/NH,0039,"8979-CHELSEA,MA",8979,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,-1.0,,-25.990000000000002,
1003912161,FW 202049,0020-LONG ISLAND,0020,1229-CORAM,1229,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1005945472,FW 202103,0164-MILWAUKEE,0164,4926-RACINE,4926,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,9.0,,259.83,
1005945472,FW 202101,0101-MINNESOTA,0101,4935-HUDSON,4935,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,9.0,,259.83,
1003912161,FW 202102,0039-BOSTON/MA/NH,0039,2650-ROCKLAND,2650,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,4.0,,75.48,
1003912161,FW 202103,0020-LONG ISLAND,0020,1218-COPIAGUE,1218,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,39.43,
1003912161,FW 202052,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,2.0,,37.74,
1003912161,FW 202050,0020-LONG ISLAND,0020,1282-SHIRLEY,1282,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,8.0,,149.07,
1005945472,FW 202050,0039-BOSTON/MA/NH,0039,"2680-PLYMOUTH,MA",2680,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,4.0,,115.48,
1005945472,FW 202052,0101-MINNESOTA,0101,2825-CHASKA,2825,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,6.0,,173.22,
1003912161,FW 202101,0101-MINNESOTA,0101,"2845-RICHFIELD,MN",2845,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,5.0,,94.35000000000001,
1005945472,FW 202103,0101-MINNESOTA,0101,4935-HUDSON,4935,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,4.0,,115.48,
1003912161,FW 202050,0164-MILWAUKEE,0164,4925-WEST BEND,4925,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,24.0,,452.88,
1003912161,FW 202051,0020-LONG ISLAND,0020,1206-FREEPORT,1206,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,5.0,,94.35000000000001,
1005945472,FW 202103,0164-MILWAUKEE,0164,4929-WISCONSIN DELL,4929,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,8.0,,230.96,
1003912161,FW 202052,0020-LONG ISLAND,0020,1206-FREEPORT,1206,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,8.0,,150.96,
1005945472,FW 202102,0164-MILWAUKEE,0164,4920-W GREEN BAY,4920,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,1.0,,28.87,
1003912161,FW 202101,0101-MINNESOTA,0101,2801-MAPLEWOOD,2801,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,1.0,,18.87,
1003912161,FW 202101,0039-BOSTON/MA/NH,0039,2650-ROCKLAND,2650,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,2.0,,35.85,
1003912161,FW 202050,0020-LONG ISLAND,0020,1222-RIVERHEAD,1222,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2020,1.0,,18.87,
1005945472,FW 202103,0101-MINNESOTA,0101,"2845-RICHFIELD,MN",2845,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,1.0,,28.87,
1003912161,FW 202103,0089-BIRMINGHAM,0089,0880-EASTWOOD,0880,1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK,2021,-10.0,,-188.7,
1005945472,FW 202101,0019-NASHVILLE,0019,0720-MADISON,0720,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2021,4.0,,103.94,
1005945472,FW 202051,0019-NASHVILLE,0019,0723-BRENTWOOD,0723,1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK,2020,3.0,,86.61,
