C_SKU_Nbr,C_d_Market_Nbr,C_Sales_Units,C_sales
393518,0001,131200.0,1204809.6499999906
256276,0001,508035.5,5806396.219999922
1001754110,0001,22706.0,479467.01000000257
1001283615,0001,990.0,6330.81999999992
300896,0001,26781.0,373372.53999999835
1005447571,0001,11099.0,161281.1000000011
1005880745,0001,300.0,2967.2099999999996
260691,0001,94502.0,2634267.06999987
1001753914,0001,182000.0,2212058.5899999887
1005198166,0001,523.8299999999999,2538.559999999998
300829,0001,17546.0,201416.7800000098
219743,0001,7386.0,109409.19000001272
1001753743,0001,581267.0,3539016.3900000155
1001754825,0001,172125.0,1454598.5799999966
988017,0001,719.0,9737.330000000024
1005584818,0001,5.0,29.900000000000002
1005143506,0001,27.0,3079.58
1001754827,0001,232550.0,2324883.3399999943
1001753967,0001,78906.0,695961.8700000092
430269,0001,9127.0,124357.48999999999
461448,0001,254.0,73.37999999999997
461653,0001,275.0,111.8299999999999
196088,0001,19839.0,403565.30000000476
260931,0001,29747.0,1363286.6599999927
1000043124,0001,,
1005583943,0001,50.0,296.6100000000001
1001753988,0001,34146.0,396633.85999999946
300969,0001,16583.0,297203.40000001865
1005584486,0001,21.0,188.58000000000007
1001215929,0001,5851.0,161540.53000000303
1001754832,0001,90519.0,933486.21999999
1005584724,0001,40.0,159.20000000000002
1005584700,0001,21.0,249.18
1001724066,0001,742.0,4241.17
1005415154,0001,130.0,7070.429999999997
738111,0001,8586.0,377878.54000000097
1001753958,0001,113452.3,738785.6099999666
1001753944,0001,217538.0,930572.6100000114
1005447639,0001,7967.0,130996.10000000606
1001753990,0001,106636.0,1210941.739999975
897671,0001,3045.0,150883.76999999996
862944,0001,166.0,2416.409999999997
1005584816,0001,15.0,89.11
1000043094,0001,2741.0,33636.04999999973
461902,0001,11024.0,85676.36999999863
440626,0001,12162.0,35315.51999999984
300810,0001,17833.0,103355.54999999702
482452,0001,1070.0,7172.170000000004
103095,0001,9425.0,214282.2199999791
1005584428,0001,1.0,7.98
1002185336,0001,15051.0,64297.16000000178
124905,0001,,
1000247126,0001,,
1004718833,0001,183.0,5750.61
1005584822,0001,2.0,37.47
103064,0001,15195.0,172318.39000001704
1002185331,0001,27385.0,86029.71999999863
695503,0001,7313.0,296112.22999999917
1001753972,0001,47525.0,375676.6100000015
1001754119,0001,22669.0,775930.0599999847
958719,0001,9109.0,129076.4800000082
1005583935,0001,7.0,55.86000000000001
411310,0001,74474.0,673218.0499999971
1001754077,0001,72852.0,1642021.339999908
1002275150,0001,32375.0,124242.91999999377
925778,0001,23089.0,171160.29999999714
1005584432,0001,20.0,98.60000000000005
128619,0001,2340.0,79471.00999999995
1001784150,0001,24893.0,148920.12000000093
1002185326,0001,53293.0,87286.50000000652
1005583847,0001,4.0,35.92
1001754091,0001,58751.0,1674014.1300000176
1002275171,0001,32632.0,104178.3599999975
302477,0001,169027.0,642878.339999999
1005584460,0001,29.0,144.42000000000007
1000013847,0001,5044.0,112616.66
743748,0001,8259.0,127014.99000000306
1005198165,0001,562.51,1520.9499999999996
1001754835,0001,135108.0,1682828.3699999978
300853,0001,13384.0,166513.26000000414
988020,0001,494.0,6565.010000000014
1005583844,0001,12.0,83.76000000000003
1001753965,0001,-29.0,-213.73000000000002
129163,0001,48188.0,1778754.3399999803
1000000560,0001,7998.0,561160.6600000008
315110,0001,6647.0,261326.4400000046
1000040067,0001,7406.0,65747.64000000287
926009,0001,965.0,10194.62000000002
1005583868,0001,11.0,109.78000000000003
300888,0001,20598.0,153190.3900000124
1001754837,0001,120701.0,2083071.23
462296,0001,509.0,297.3500000000001
1000013893,0001,5409.0,49532.72
1001754013,0001,61562.0,885605.7099999887
248220,0001,72855.0,424207.13999999675
1004718703,0001,85.0,1701.8700000000003
440659,0001,565818.0,594221.8499999957
256472,0001,4105.0,44414.999999999876
260430,0001,20293.0,534192.430000007
1001771167,0001,22544.0,900317.789999948
1002625925,0001,17687.0,17156.649999999972
1001753906,0001,170544.0,1715476.6199999428
107913,0001,22.0,119.90000000000002
1001472073,0001,,
440539,0001,13403.0,137861.00000000597
1001771158,0001,19825.0,661358.2899999801
1005584804,0001,2.0,33.96
1001753998,0001,85443.0,1439805.1599999534
862913,0001,389.0,5685.0599999999995
430792,0001,931496.32,915102.939999995
430400,0001,1732430.0,1701690.7800000529
1004528703,0001,4.0,48.16
1004718896,0001,25.0,3225.0
1001283617,0001,443.0,3292.2799999999875
1001576423,0001,19386.0,384464.34999999695
824670,0001,44926.0,124118.83000000019
925877,0001,207.0,2177.739999999997
435997,0001,75.0,516.5300000000002
1002341934,0001,28154.0,323996.60000001924
433183,0001,32185.0,63863.589999999895
1004183704,0001,35782.0,70159.11999999895
279388,0001,13961.0,179027.52999998824
1002185329,0001,34452.0,81932.79999999698
155713,0001,17470.0,171117.33000002222
1001349041,0001,-22.0,-190.08
1001754072,0001,51263.0,961775.579999972
1000013966,0001,36.0,4936.19
1004718897,0001,2268.0,95602.23000000005
169757,0001,4241418.0,6812387.2799999
1001753827,0001,222541.0,2051544.0000000657
1001754117,0001,28692.0,762342.019999979
1000032455,0001,3443.0,107556.57999999994
778506,0001,8959.0,122942.90000000036
461487,0001,10987.0,59025.940000000344
461443,0001,11547.0,50039.57999999874
987997,0001,4100.0,49066.820000000305
1005583839,0001,18.0,123.54000000000003
1000012648,0001,18480.0,255146.32000001226
437246,0001,119242.0,152887.70000000068
1002275158,0001,18044.0,88903.24999999921
445789,0001,32128.0,227961.6200000197
1001754821,0001,294699.0,1952806.8399999836
619375,0001,26150.0,80796.63000000543
257974,0001,105540.0,1674048.4299999936
1002339010,0001,16813.0,389299.500000005
1001753993,0001,73661.0,1003322.1499999843
1002341955,0001,16603.0,251664.91000000457
1001753935,0001,126280.0,2006484.090000052
1001753877,0001,296051.0,2293118.0700000217
440572,0001,7219.0,218485.29000000318
1005584382,0001,8.0,55.84
315412,0001,133614.0,282245.74999999796
1002549350,0001,14.0,241.83
1001754829,0001,233574.0,3009090.489999961
1001754002,0001,51221.0,1142656.5799999987
1003131893,0001,382.0,5233.110000000002
778459,0001,1073.0,21684.66999999994
1005584228,0001,18.0,178.64000000000004
1005880726,0001,351.0,2425.0199999999963
1005584404,0001,7.0,110.26000000000002
1001754119,0002,5976.0,251457.06000000017
1005583935,0002,57.0,478.78000000000037
1001784150,0002,27515.0,175609.0600000015
1002275158,0002,11088.0,58472.2699999993
1000013847,0002,5928.0,110549.84000000004
1001308546,0002,3070.0,53962.769999999386
378739,0002,2247.0,47894.060000000056
1001753993,0002,44172.0,639183.9900000058
430792,0002,113670.0,115094.84999999889
1002341955,0002,8440.0,153164.9600000017
777683,0002,4679.0,44747.03999999962
1002275152,0002,10612.0,56662.38999999971
687642,0002,390362.0,885724.3599999363
1004528710,0002,8.0,74.92
1001754095,0002,16295.0,333727.9000000079
1001754832,0002,72867.0,751125.359999995
1001754072,0002,17794.0,358327.74000000214
461902,0002,7379.0,57106.759999999114
1000012648,0002,1699.0,23605.14999999992
536763,0002,20699.0,443025.49000002776
1001754130,0002,37580.0,1464845.1399999468
726653,0002,18914.0,262649.0700000051
461448,0002,866.0,258.2900000000002
129430,0002,229986.0,988937.7099999592
156797,0002,4547.0,38322.779999999315
1005584227,0002,9.0,107.82000000000001
1005583943,0002,151.0,910.3400000000004
1002625925,0002,2626.0,2515.2900000000054
1005584813,0002,36.0,715.2800000000002
1005584404,0002,37.0,591.2600000000003
440539,0002,8909.0,98722.86000000167
301284,0002,641.0,4782.590000000001
1005584708,0002,38.0,681.4400000000003
1005584428,0002,37.0,294.4600000000001
1001753998,0002,44678.0,797264.9900000098
1001790448,0002,25460.0,866160.3099999689
214840,0002,5517.0,49750.36999999997
1004865236,0002,5960.0,60971.82
1001753988,0002,44635.0,515940.8200000085
641183,0002,44372.0,2109892.139999934
759761,0002,302.0,15701.549999999983
258552,0002,426.0,11521.06999999999
1001754002,0002,35161.0,849335.6299999941
1000247217,0002,,
461487,0002,10512.0,56438.590000000026
482482,0002,4043.0,33073.67000000007
1000032541,0002,405.0,3637.68
1005583982,0002,24.0,263.5199999999999
1004511031,0002,1152.0,3617.28
260430,0002,9147.0,251030.97999999925
824670,0002,185839.0,434647.30000000005
460788,0002,744.0,184.56999999999996
1001753877,0002,277859.0,2293152.9900000016
1005584806,0002,81.0,1208.8800000000003
1001660536,0002,7120.0,35471.709999999315
461653,0002,494.0,201.91999999999985
165360,0002,359092.0,829682.1299999942
1001753944,0002,324960.0,1417746.3300000043
433183,0002,2602.0,6596.600000000014
439588,0002,989299.48,1313476.6099999277
1005129729,0002,17755.0,577966.6899999938
351359,0002,2918.0,22874.129999999986
260691,0002,9730.0,281735.8100000085
1001753914,0002,163452.0,2078648.5499999805
1001753958,0002,93631.0,610109.7999999705
1002341934,0002,8743.0,128507.23000000096
1004528703,0002,5.0,52.56999999999999
1001754831,0002,127512.0,1058681.0000000095
1002185326,0002,41030.0,65971.10999999935
1005584779,0002,55.0,273.8999999999999
1001754835,0002,75192.0,898574.6599999951
1001754837,0002,60447.0,1057077.129999989
1001814380,0002,325504.0,951337.4800000107
1001753949,0002,80994.0,441634.919999994
462296,0002,628.0,368.4400000000002
917371,0002,519.0,1629.5000000000016
368253,0002,1164.0,26397.040000000015
278318,0002,12582.0,43556.9900000002
430269,0002,5547.0,83198.85999999991
1005583868,0002,45.0,445.34
1005011955,0002,567.0,10058.250000000022
1005584818,0002,76.0,454.4800000000003
1005143506,0002,4.0,473.93
1005583839,0002,43.0,297.34000000000003
1004718897,0002,398.0,15365.96
156676,0002,16229.0,123559.43999999804
1005584700,0002,52.0,612.8400000000005
1005584228,0002,92.0,914.1700000000004
1005584460,0002,166.0,826.6800000000005
914335,0002,3428.0,9841.869999999795
481869,0002,47008.0,108074.27000000057
460219,0002,8009.0,26317.08999999967
160954,0002,770089.0,962350.5899999791
1002185336,0002,9489.0,39002.62000000109
1000032455,0002,498.0,17525.479999999996
1001754117,0002,9786.0,316491.36000000365
1000013893,0002,879.0,9817.19
1001754077,0002,14652.0,352774.2900000041
1002922383,0002,8173.0,247282.35000000102
1005584382,0002,94.0,653.4400000000003
302477,0002,145801.0,562552.6200000017
1005584804,0002,64.0,1085.0200000000004
1001753960,0002,242737.0,1468129.0600000124
1000049026,0002,,
1005583834,0002,65.0,388.70000000000033
1005584822,0002,31.0,774.3800000000002
1001754091,0002,12233.0,375375.9800000049
278176,0002,158862.0,183334.04000000027
315110,0002,4241.0,175112.03000000093
315412,0002,351995.0,687761.419999984
1001784156,0002,58872.0,279813.8000000007
1001753972,0002,74004.0,583089.9100000078
460512,0002,359316.0,551699.399999994
440542,0002,10035.0,188149.6600000032
1002275171,0002,26397.0,84807.64999999349
1001753849,0002,641222.0,3310551.8200000487
1002185329,0002,23996.0,57491.500000000065
1002275150,0002,25679.0,101398.809999998
1001754013,0002,25646.0,356919.6000000123
1001753743,0002,746381.0,4729382.539999977
1005583946,0002,21.0,209.57999999999996
1001753748,0002,361434.0,2854881.490000007
363259,0002,464045.0,489890.82999998116
1001753965,0002,85354.0,630337.4099999976
351328,0002,4008.0,118834.03999999996
1000027606,0002,6791.0,56391.93
258132,0002,30612.0,603851.6800000133
1001753869,0002,142283.0,1948475.4400000076
301234,0002,3471.0,92375.54000000005
1001311054,0002,45985.0,46289.819999999825
1001787624,0002,10191.0,494764.18000001257
169757,0002,5425751.0,9039396.489999756
1001754124,0002,28329.0,991575.8899999551
430400,0002,187018.0,206304.03000000358
778459,0002,404.0,9278.469999999994
916777,0002,171.0,526.0300000000001
257974,0002,70108.0,1164171.4499999736
260931,0002,6811.0,317680.4999999996
440626,0002,1877.0,6510.710000000002
1005584397,0002,40.0,224.39999999999998
1004718703,0002,122.0,3483.5199999999995
1000043094,0002,2389.0,31035.12999999994
1005583847,0002,62.0,555.8600000000004
1000013990,0002,,
441895,0002,2076.0,69479.62000000126
1004718833,0002,200.0,2716.0
1005710701,0002,46.0,4549.13
1001753906,0002,177370.0,1853010.8799999803
393518,0002,54687.0,526054.9499999954
1001753990,0002,62515.0,746718.5099999998
1002185331,0002,19435.0,61070.540000000045
164704,0002,319037.0,583719.0199999948
1000045651,0002,,
1001753986,0002,29267.0,286428.169999997
1005584816,0002,95.0,568.1000000000001
641184,0002,50768.0,2041646.4099999806
1001349041,0002,,
259270,0002,16579.0,280984.3600000097
432080,0002,7732.0,29106.839999999862
1001790455,0002,113755.0,483874.6099999984
1001754110,0002,10307.0,268526.05000000785
1005583844,0002,113.0,785.2500000000006
461443,0002,11635.0,51097.55999999959
1005584802,0002,81.0,802.4000000000003
1005584486,0002,148.0,1317.9600000000005
440572,0002,2306.0,72920.40000000062
1005584432,0002,235.0,1161.3300000000008
437246,0002,5852.0,7251.459999999998
1001753935,0002,104699.0,1748558.059999984
1000247126,0002,15.0,0.5999999999994543
411310,0002,28731.0,273126.00000000803
1001753967,0002,106153.0,930108.7600000026
256276,0002,478691.0,5501289.349999989
129163,0002,1382.0,52034.999999999985
439603,0002,27851.0,373349.960000001
1005584724,0002,148.0,587.2599999999995
641092,0002,30413.0,1584509.6800000144
738111,0002,1211.0,63639.490000000405
1001753827,0002,227571.0,2205020.460000062
778506,0002,3460.0,55569.61999999981
1001754821,0002,1069.0,5006.660000000003
260931,0003,6335.0,290888.5400000005
647550,0003,1380.0,64097.06000000003
363259,0003,374991.0,408866.9799999956
1005584724,0003,22.0,87.56
1001753960,0003,83388.0,504200.53000000195
260430,0003,6775.0,182559.61000000144
1001754095,0003,10926.0,214766.71000000648
258132,0003,19544.0,374408.0100000093
824232,0003,1957.0,9418.419999999946
1001753988,0003,16094.0,188191.08999999813
1004865241,0003,82.0,424.76
1004528703,0003,2.0,22.99
460219,0003,5922.0,18782.73999999983
1002341934,0003,3968.0,58110.25000000013
1005584813,0003,5.0,99.9
461487,0003,6852.0,34264.38999999889
1001753958,0003,54873.0,359457.3600000003
440539,0003,3213.0,32949.80999999997
1005584816,0003,5.0,29.900000000000002
1001753743,0003,291927.0,1791326.8900000097
430400,0003,115431.0,125712.43000000047
315412,0003,112772.0,237706.17999999787
165360,0003,126108.0,288821.6799999985
1002549350,0003,9.0,344.78999999999996
440542,0003,4034.0,69128.67000000042
1000013847,0003,2877.0,71370.97999999998
1005583982,0003,1.0,10.98
672111,0003,1193.0,41409.290000000205
156676,0003,6689.0,43743.419999999394
1002275158,0003,3731.0,19337.77000000002
257974,0003,46766.0,739548.5899999927
1005583834,0003,10.0,59.20000000000001
156797,0003,1625.0,14334.859999999917
1001754002,0003,16525.0,366268.19000000384
1001753906,0003,97439.0,968309.8700000055
1002275150,0003,9039.0,34831.169999999955
256276,0003,225432.0,2559750.0500000063
1001753935,0003,54061.0,858223.0300000041
440626,0003,307.0,1062.5500000000004
1001753972,0003,31096.0,247406.41000000385
917371,0003,197.0,618.7799999999997
1005584802,0003,6.0,59.88
726653,0003,5621.0,69692.48000000078
1000043094,0003,976.0,12748.79999999998
1001754837,0003,29673.0,508893.8300000004
647693,0003,21579.0,1017455.0399999777
1005583844,0003,11.0,76.08000000000001
884831,0003,31884.0,88976.77000000008
411310,0003,31631.0,290275.430000009
196088,0003,2713.0,55133.789999999804
1005583943,0003,9.0,53.82
1005710701,0003,39.0,3815.1399999999994
437246,0003,4548.0,6226.5599999999995
1000027606,0003,832.0,8696.96
1002341976,0003,2992.0,68698.36000000006
129430,0003,100260.0,418804.31000000256
430792,0003,65729.0,67054.63999999997
1004865236,0003,1037.0,13536.389999999994
687642,0003,153428.0,341493.12999999867
193624,0003,1847.0,53743.229999999574
777683,0003,2029.0,19071.369999999864
1005129729,0003,5360.0,159689.4200000024
1001753949,0003,42959.0,229037.9499999979
1002185326,0003,14721.0,24075.429999999666
1002625925,0003,1825.0,1747.4400000000016
1005584432,0003,18.0,89.64000000000001
315110,0003,1891.0,79493.35000000006
689173,0003,11309.0,106293.81999999999
1005584397,0003,3.0,20.94
1005583847,0003,8.0,71.84
430269,0003,2087.0,30993.719999999892
1004718703,0003,24.0,1001.1
439588,0003,214868.0,290372.4299999966
1002185331,0003,6644.0,21398.380000000216
393518,0003,37225.0,347074.1099999998
462633,0003,2067.0,20037.979999999836
1005584404,0003,2.0,31.96
1001753990,0003,32339.0,366437.5800000089
1001754013,0003,14914.0,192832.45000000476
1005143506,0003,5.0,599.9
462296,0003,372.0,211.63000000000002
1001753748,0003,117902.0,885968.1799999843
1002185336,0003,3583.0,15519.389999999983
689165,0003,33367.0,231502.8500000005
461443,0003,7627.0,30157.039999998982
689211,0003,16149.0,159795.29999999973
1005584818,0003,3.0,17.94
351359,0003,948.0,6537.9000000000015
368253,0003,1110.0,23684.189999999984
1002275171,0003,8893.0,28430.08999999931
1001754119,0003,4902.0,198358.77999999977
1001754124,0003,20427.0,651215.9599999933
1005583946,0003,1.0,9.98
1005583935,0003,4.0,31.12
351328,0003,1280.0,34020.86999999984
1005584382,0003,8.0,54.45
1005584822,0003,2.0,49.96
738111,0003,139.0,6434.079999999994
689254,0003,4878.0,59273.549999999996
1000032541,0003,5572.0,13073.42
258552,0003,1834.0,46483.53999999993
536763,0003,8753.0,162724.38000000082
1005584428,0003,3.0,23.94
1001754077,0003,7886.0,177459.94000000073
1005584806,0003,12.0,179.76000000000002
1005584486,0003,20.0,178.70000000000002
1005584708,0003,4.0,71.92
1001753827,0003,70143.0,643968.2900000094
1001753849,0003,223666.0,1094569.6099999927
1001784150,0003,5959.0,37276.31999999999
441895,0003,557.0,16756.52999999985
1001784156,0003,8362.0,37746.58000000011
1001753869,0003,36924.0,476652.6399999969
1001753998,0003,22270.0,371955.23000000045
1005584228,0003,3.0,29.94
1002922383,0003,4980.0,135324.49999999974
1001754831,0003,70995.0,554691.6599999997
1001790455,0003,18207.0,87031.87000000053
1001753967,0003,36279.0,324780.5399999975
461653,0003,171.0,69.04999999999995
259270,0003,10782.0,179588.30000000366
689181,0003,13468.0,73726.75000000013
689203,0003,3188.0,24076.869999999988
1001754091,0003,5326.0,156269.29000000068
1005584460,0003,19.0,94.62
1005583839,0003,6.0,41.19
461448,0003,228.0,70.47
1000032455,0003,444.0,14162.96
1002275152,0003,4156.0,21829.05999999982
1001311054,0003,17479.0,17138.319999999912
433183,0003,9.0,22.070000000000014
1001754117,0003,5827.0,182217.6000000022
1000045651,0003,,
1005011955,0003,273.0,4829.239999999997
198006,0003,4666.0,212761.71000000054
481869,0003,63499.0,140043.72000000085
1001790410,0003,44096.0,155075.99999999994
440572,0003,774.0,21982.349999999922
1001753993,0003,21777.0,291052.1200000022
378739,0003,599.0,12288.049999999977
160954,0003,274879.0,345284.5399999974
461902,0003,5969.0,46378.479999999494
1001308546,0003,841.0,15519.859999999911
1004718897,0003,955.0,49745.09000000001
164704,0003,94668.0,169500.48999999868
1005583868,0003,7.0,62.88
778506,0003,1509.0,25208.8399999999
1001754832,0003,41526.0,415745.07000000094
1001754835,0003,43605.0,502480.32000000135
1001754130,0003,20209.0,760096.7599999951
1000012648,0003,671.0,9296.999999999973
1001754110,0003,6165.0,152791.01000000146
1001753877,0003,145699.0,1129750.230000002
1001753965,0003,35924.0,266154.27999999956
1001753986,0003,12404.0,120350.65999999933
1005584804,0003,2.0,33.96
1002341955,0003,2931.0,52843.48999999988
1001753914,0003,97066.0,1173702.909999998
1001754072,0003,7015.0,132818.2000000008
1001753944,0003,123782.0,542505.2699999962
914335,0003,1602.0,4557.249999999996
260691,0003,8348.0,236811.7300000055
460788,0003,107.0,26.32
302477,0003,71919.0,273153.1900000004
1000013893,0003,27744.0,120696.99999999997
695503,0003,48719.0,1864838.8699999205
1002185329,0003,7553.0,18319.230000000047
1004511031,0004,,
440572,0004,1644.0,48833.52999999977
1001724066,0004,117.0,651.2899999999996
475028,0004,2690.0,3168.510000000012
1001753935,0004,48107.0,755166.0099999937
1002341955,0004,3194.0,58987.8799999998
129430,0004,92750.0,393350.66999999987
481869,0004,31158.0,72357.23000000029
914335,0004,4404.0,12550.359999999779
689203,0004,5142.0,38410.03000000001
351460,0004,1962.0,63686.63000000026
1002185331,0004,11454.0,36302.60000000053
530904,0004,208.0,1520.2300000000002
1001790455,0004,17783.0,85145.06000000013
1001754827,0004,41298.0,422849.2399999986
1000027606,0004,1560.0,13687.23
1001754077,0004,7739.0,174348.04000000024
672111,0004,389.0,13500.55999999993
258132,0004,19292.0,355550.0700000027
726653,0004,13285.0,163361.0000000024
1001753998,0004,25001.0,416244.160000002
156797,0004,5429.0,41975.56999999977
1001754821,0004,63699.0,411796.5500000012
1001753960,0004,76748.0,412552.01999999536
1005011955,0004,668.0,11797.36000000002
440539,0004,6713.0,68939.58999999947
160954,0004,378070.5,476645.4699999974
1001754072,0004,6661.0,123413.72000000064
430269,0004,1840.0,27661.369999999853
351359,0004,1826.0,12557.779999999953
1001787386,0004,1479.0,11641.470000000007
1001754837,0004,16192.0,261087.91000000117
641092,0004,2071.0,106610.20000000014
196088,0004,2236.0,43867.06000000013
689254,0004,6138.0,70127.03999999998
363259,0004,314624.0,313185.63999999984
1001754825,0004,21067.0,185091.0500000002
214840,0004,199.0,1642.2299999999998
1000045651,0004,25.0,1529.0
460219,0004,6446.0,21690.449999999903
689181,0004,4260.0,20702.76999999998
258552,0004,2270.0,56387.589999999815
461653,0004,1543.0,623.1200000000003
378739,0004,1376.0,28844.779999999893
1002341976,0004,2991.0,71602.52999999996
185686,0004,15408.0,17571.78000000001
1000013847,0004,35444.0,301334.98999999993
466120,0004,3618.0,20361.60999999976
1001753869,0004,38080.0,492112.90000000416
1001754832,0004,19882.0,186872.25000000044
193624,0004,1298.0,43189.0800000001
1001754831,0004,35704.0,275051.99000000115
261023,0004,20.0,1014.48
1005095625,0004,13001.0,614515.1799999928
1005129729,0004,13687.0,409065.9499999924
315412,0004,94555.0,182286.6300000005
1000012648,0004,1693.0,23334.419999999933
884831,0004,54606.0,148308.7000000008
1001753958,0004,51070.0,315741.68000000215
260430,0004,5445.0,141726.010000002
439588,0004,188825.0,242344.05999999936
315110,0004,1932.0,82388.68000000012
1001753986,0004,8691.0,81154.11000000042
1000032541,0004,1466.0,24048.10999999999
461448,0004,2171.0,642.7200000000001
1000043094,0004,617.0,8011.099999999991
433183,0004,797.0,1881.5400000000004
1002275152,0004,6544.0,33936.12999999957
777683,0004,1669.0,16104.569999999969
1001308546,0004,806.0,14283.489999999914
1001754124,0004,21825.0,693796.9099999946
1005710701,0004,64.0,6306.11
256276,0004,187001.0,2060177.3799999983
1001753949,0004,26992.0,120145.66000000016
1001754117,0004,7152.0,196026.23000000344
778506,0004,980.0,17062.749999999964
1001754095,0004,12337.0,196918.53000000218
1001753944,0004,129758.0,480696.94000001095
1001754091,0004,4613.0,134972.20000000036
1000013991,0004,0.0,0.0
1001687574,0004,-2.0,-27.76
441895,0004,1348.0,40385.99000000032
976904,0004,1787.0,8790.07
1002275150,0004,13914.0,52906.609999999215
1005143506,0004,2.0,239.96
1001754002,0004,15212.0,332357.1100000011
1001754835,0004,25447.0,294898.8200000019
1001213689,0004,142.0,152296.87000000002
1001801607,0004,26435.0,95318.02000000006
1001754119,0004,4721.0,164419.52000000078
917371,0004,319.0,991.8699999999984
1001753827,0004,73907.0,676032.830000001
1001753993,0004,22262.0,300695.8500000052
536763,0004,20644.0,386567.07000001386
1002922383,0004,4259.0,107716.74000000005
1002341934,0004,4511.0,69572.43999999993
260691,0004,6786.0,182499.57000000097
1001754013,0004,11862.0,171098.120000003
1001754130,0004,22457.0,845146.2399999872
460788,0004,2471.0,609.88
102424,0004,891.0,26618.60999999996
411310,0004,30161.0,262282.2300000053
430792,0004,46847.0,52612.78000000038
1002185329,0004,13654.0,31969.679999999524
165360,0004,233481.0,529258.9100000043
393518,0004,893.0,8838.509999999997
738111,0004,1074.0,51288.740000000165
689157,0004,21758.0,122685.48999999974
259270,0004,6967.0,113147.65000000004
1002185326,0004,24997.0,39187.41999999927
1001753849,0004,172615.0,819487.8999999984
1001311054,0004,53032.0,53043.14000000022
260931,0004,4759.0,210695.29000000033
687642,0004,259820.0,578211.3600000009
1004718833,0004,,
302477,0004,62212.0,218811.8300000029
1002625925,0004,3198.0,3051.3500000000017
1001753914,0004,84765.0,1015290.7999999999
1000034643,0004,2.0,224.30000000000004
689173,0004,12225.0,117202.51
462296,0004,2000.0,1171.9299999999967
1004718897,0004,952.0,47789.870000000024
1004865241,0004,904.0,4209.92
1001753906,0004,87170.0,868007.8499999942
351328,0004,2632.0,69724.77000000024
1001753988,0004,11613.0,129808.1099999998
461487,0004,3708.0,19915.709999999952
1001753972,0004,23019.0,172957.79000000376
1001753990,0004,30188.0,345892.7300000079
461443,0004,6527.75,28695.429999999604
1000032455,0004,631.0,19842.0
164704,0004,182626.0,332980.6199999968
1000013966,0004,17.0,1962.54
1000013893,0004,1205.0,12684.1
1001753743,0004,288442.0,1740735.2399999993
1002185336,0004,5305.0,22347.709999999926
1001687561,0004,-1.0,-21.77
1001753748,0004,124171.0,910689.8199999967
689165,0004,7816.0,48008.090000000055
440542,0004,7946.0,135371.59000000212
1001754829,0004,29083.0,404931.81000000203
1001753967,0004,29247.0,246357.23999999635
430400,0004,114071.0,127383.83000000099
1000247126,0004,668.0,8997.48
1001753965,0004,23837.0,157679.5200000012
1001753877,0004,124605.0,970911.4500000051
641184,0004,45451.0,1725732.4199999543
1004718703,0004,205.0,6129.439999999999
1002275171,0004,15919.0,44715.68999999989
156676,0004,18184.0,118725.79999999622
257974,0004,41476.0,640082.930000002
1004865236,0004,-580.0,28588.429999999982
1001349041,0004,,
1002275158,0004,6637.0,33683.73999999989
1001754110,0004,5030.0,109466.34000000023
1005172269,0004,5898.0,299887.3700000003
706157,0004,655.0,8663.260000000004
824232,0004,870.0,4237.27
1001784156,0004,14397.0,56790.41999999963
689211,0004,2447.0,20736.040000000008
461902,0004,4740.0,37987.86000000028
124905,0006,400.0,2715.5
1000032455,0006,986.0,17723.179999999993
1001283607,0006,3749.0,14838.199999999762
1003364829,0006,3701.0,19352.410000000167
1005584700,0006,50.0,589.7200000000003
451614,0006,72730.0,466381.539999964
805157,0006,7873.0,167676.71000000287
1005584432,0006,95.0,469.6000000000006
354221,0006,21324.0,170355.7800000239
1000013966,0006,1.0,50.0
408050,0006,16280.0,168296.93000000087
460788,0006,2319.0,592.7199999999974
311565,0006,1221.0,8538.410000000002
168955,0006,34008.0,222759.50000000047
368253,0006,4218.0,101602.73000000007
720092,0006,182.0,2454.5299999999997
300896,0006,20212.0,292895.36000000575
300950,0006,14422.0,142701.02000000075
1002302294,0006,1761.0,14997.779999999966
1002806937,0006,3988.0,32736.38999999893
300829,0006,7102.0,79291.87999999498
1005447571,0006,6187.0,107601.53999999784
1002806940,0006,1865.0,50823.62999999929
1005584404,0006,15.0,239.53999999999994
1005584818,0006,40.0,236.20999999999992
441244,0006,9202.0,66179.02999999965
720061,0006,20692.0,158140.6899999967
462296,0006,2451.0,1595.3700000000094
311672,0006,371.0,2808.4499999999966
1002185331,0006,22128.0,84407.74000000078
461487,0006,12521.0,78518.37999999842
174278,0006,6429.0,157617.01999999626
1002806939,0006,3588.0,65914.23000000176
300918,0006,8707.0,208193.72000001956
809535,0006,18895.0,29742.249999999993
1005584802,0006,31.0,307.38000000000005
1001412558,0006,6952.0,57447.93999999994
743748,0006,1316.0,24111.630000000336
310624,0006,3946.0,26125.44999999986
1000013847,0006,,
914584,0006,185466.0,532287.3299999728
1001349041,0006,,
1005583935,0006,21.0,170.37
1005583834,0006,100.0,594.0200000000002
1003364761,0006,4693.0,35021.45999999955
103064,0006,10914.0,123218.95999999806
1002148314,0006,30315.0,184660.62999999776
300888,0006,19076.0,143991.76999999466
1004718833,0006,0.0,0.0
1005584816,0006,38.0,222.25999999999988
878162,0006,83729.0,426705.38999999885
300810,0006,13552.0,81188.96999999398
