C_Class_Nbr,C_Short_Week,C_Sales_Units,C_Str_OH_units_dly,C_sales
021-008,FW 201825,781648.0,,2919796.3100000015
028-028,FW 201934,17.0,,738.7999999999998
021-090,FW 201836,4.0,,490.0
022-012,FW 201938,3551.0,,42604.35000000001
021-015,FW 201841,83.0,,5291.949999999999
027-031,FW 201947,,,
021-003,FW 201851,59773.0,,196311.97
021-003,FW 201818,30462.0,,352154.7099999998
021-005,FW 201831,272125.25,,849552.6699999991
021-006,FW 201951,844.0,,4777.269999999999
022-010,FW 202021,212.0,,5954.98
022-010,FW 201804,28.0,,459.1600000000001
025-001,FW 201811,24.0,,1785.1200000000001
027-031,FW 201933,-1.0,,-24.11
021-008,FW 202012,1692192.0,,6080606.2
022-014,FW 201840,,,
022-010,FW 201853,157.0,,4777.980000000001
028-023,FW 202040,11994.0,,69240.41000000102
025-001,FW 202050,,0.0,
027-031,FW 202101,,2.0,
021-004,FW 201926,4632.0,,16209.570000000002
025-001,FW 201751,5.0,,374.95
025-001,FW 201830,5.0,,368.95
022-004,FW 201946,,,
028-028,FW 202020,564.0,,42825.079999999914
021-013,FW 201831,,,
021-090,FW 201931,7.0,,532.18
028-028,FW 201930,45.0,,3257.5099999999998
021-017,FW 202049,538.0,,2917.76
022-009,FW 202043,52217.0,,256706.99000000273
021-007,FW 201751,193285.0,,823059.6699999998
028-023,FW 202012,21487.0,,251148.34000000078
028-028,FW 201829,49.0,,2048.87
027-031,FW 201931,-2.0,,-9.06
028-023,FW 202015,20424.0,,283451.4700000049
021-090,FW 201804,4.0,,344.27
022-010,FW 201929,96.0,,2901.84
021-020,FW 201905,1170951.12,,8899922.489999998
021-001,FW 202035,166542.0,,2192727.690000001
021-004,FW 201906,4245.0,,12838.33
028-009,FW 202029,2.0,,89.96
021-020,FW 201841,1296030.01,,9962075.510000004
022-012,FW 201945,2657.0,,32218.879999999965
022-009,FW 201818,2557.0,,15833.380000000001
021-008,FW 201908,1090819.0,,3716940.529999999
022-010,FW 201811,629.0,,15896.17
022-004,FW 201919,16.0,,16098.18
022-004,FW 201906,-1.0,,-225.0
021-001,FW 201808,113155.0,,1360345.4299999962
022-010,FW 201815,227.0,,5783.89
021-008,FW 202033,872451.0,,3307095.769999999
021-020,FW 201907,1685879.0,,13194509.320000002
021-007,FW 201940,430540.0,,1651744.1099999994
021-001,FW 201941,133026.0,,1434280.6700000023
021-008,FW 202052,1024631.0,4987499.34,3042827.329999986
021-090,FW 202052,,10288.0,
028-026,FW 202050,,50.0,
021-005,FW 201845,247035.09,,749618.4699999999
021-002,FW 201912,1254.0,,15329.619999999999
021-004,FW 201822,4836.0,,14129.259999999997
021-006,FW 202039,40249.0,,175120.93
022-009,FW 202014,63309.0,,309700.3800000009
022-009,FW 201828,10218.0,,68622.97999999998
021-018,FW 201913,,,
028-026,FW 202007,11.0,,429.0
021-004,FW 201853,3926.0,,12738.36
022-010,FW 201949,16.0,,505.66
021-001,FW 201831,114865.0,,1391173.1699999962
022-009,FW 201952,48555.0,,238250.10000000268
025-001,FW 201834,9.0,,659.87
022-004,FW 201944,6.0,,6427.5
021-013,FW 201824,-2.0,,-15.98
028-028,FW 201921,86.0,,6089.240000000002
021-008,FW 201942,681525.0,,2084899.2399999993
021-007,FW 202029,638931.0,,2765434.2199999983
021-020,FW 201948,921297.0,,6534259.929999997
022-010,FW 202035,212.0,,6327.56
021-007,FW 202010,590859.0,,2572154.8500000015
021-004,FW 202024,7754.0,,38710.93999999999
021-004,FW 201804,3898.0,,10851.08
021-004,FW 201937,4701.0,,26696.16999999999
028-023,FW 201839,1375.0,,25869.689999999813
021-006,FW 201827,744.0,,4657.419999999999
021-007,FW 201804,269160.28,,1108952.4300000004
021-002,FW 201750,211.0,,4141.56
021-013,FW 201918,,,
021-001,FW 201846,113428.0,,1340191.8599999961
021-007,FW 202025,661877.0,,3005223.759999996
028-028,FW 202045,57.0,,3949.6900000000005
021-017,FW 201825,,,
021-004,FW 201849,2423.0,,7378.2
021-013,FW 201904,,,
021-005,FW 201946,256237.71999999997,,822337.7500000013
021-004,FW 201816,5407.0,,15955.900000000001
022-010,FW 202037,133.0,,3681.7999999999997
021-015,FW 201940,102.0,,7531.76
022-014,FW 201835,,,
022-004,FW 202050,,427.0,
021-003,FW 202103,27029.0,572319.0,120871.74999999993
021-004,FW 201819,5431.0,,16456.439999999995
022-012,FW 201836,4617.0,,49673.41000000001
027-031,FW 201942,,,
021-002,FW 201919,3227.0,,49648.509999999995
022-012,FW 201750,5256.0,,51374.460000000036
021-090,FW 201810,4.0,,399.95
021-005,FW 201827,265639.4,,814829.77
027-031,FW 201939,,,
021-005,FW 201940,279629.9,,836099.1500000003
022-014,FW 201935,,,
021-004,FW 202008,5566.0,,31604.739999999998
028-026,FW 201930,674.0,,58565.44999999996
022-010,FW 201801,26.0,,229.91
021-015,FW 201823,148.0,,9359.929999999998
021-005,FW 201908,290718.15,,892995.9800000007
021-005,FW 201952,282213.57,,859399.130000001
022-010,FW 201845,248.0,,6845.120000000001
021-020,FW 201928,1805279.0,,14058633.91000002
021-002,FW 201944,420.0,,3279.4400000000005
021-018,FW 202010,820.0,,79602.63
022-010,FW 201836,300.0,,8216.8
021-090,FW 201912,3.0,,390.13
021-006,FW 201826,693.0,,4496.16
021-018,FW 201952,,,
022-004,FW 201901,2.0,,347.38
027-031,FW 201812,17962.0,,321468.72000000963
021-090,FW 201750,2.0,,200.0
021-003,FW 201814,39258.0,,457350.55
021-006,FW 201844,8148.0,,19080.399999999998
025-001,FW 201820,19.0,,1424.81
022-012,FW 201935,3686.0,,42574.49000000001
021-007,FW 202003,284632.0,,1234129.1500000001
021-006,FW 201933,1194.0,,6513.080000000001
027-031,FW 201845,-39.0,,-1258.8800000000003
021-005,FW 201933,271112.32,,788586.7299999996
021-002,FW 201832,4017.0,,30724.200000000004
021-004,FW 201836,4503.0,,13805.480000000001
021-004,FW 201915,5619.0,,17221.52
022-009,FW 201847,9001.0,,58563.34999999999
022-009,FW 201805,2009.0,,14675.85
027-031,FW 201935,-3.0,,-0.03
021-015,FW 201829,117.0,,7212.810000000002
021-020,FW 201949,1123077.0,,8011835.959999993
030-027,FW 201910,-7.0,,-49.4
021-018,FW 202045,25.0,,2286.2000000000003
028-023,FW 201927,8452.0,,69380.93000000177
028-026,FW 201935,507.0,,34099.98000000003
022-010,FW 201913,216.0,,7356.529999999999
028-023,FW 201829,1907.0,,35605.239999999765
021-008,FW 201919,932737.5,,3387094.5500000026
021-008,FW 201950,613747.0,,1841257.35
021-020,FW 201845,1055605.12,,7757394.809999993
022-010,FW 201818,166.0,,4203.3
021-090,FW 201831,2.0,,196.0
021-090,FW 201805,6.0,,536.0799999999999
021-005,FW 201816,274935.35,,802467.7099999996
021-004,FW 201829,4434.0,,12971.900000000001
022-009,FW 201826,5559.0,,34259.49999999999
021-007,FW 201944,306137.24,,1125731.5899999994
022-012,FW 201803,4120.0,,46639.54000000006
021-015,FW 202019,89.0,,6468.36
021-018,FW 201813,11.0,,3979.92
021-002,FW 201938,2549.0,,28678.15000000001
028-023,FW 202102,8550.0,116139.0,76546.3800000009
027-031,FW 201932,-1.0,,-0.01
021-003,FW 201820,32275.0,,343713.1000000001
021-013,FW 201845,,,
022-009,FW 201940,54563.0,,278111.42000000307
022-004,FW 201935,,,
022-004,FW 201820,3.0,,1394.21
021-002,FW 201803,292.0,,8028.81
021-004,FW 201927,4719.0,,17444.999999999996
021-018,FW 201904,1.0,,106.17
027-031,FW 201831,408.0,,6010.889999999998
027-031,FW 201850,-61.0,,-857.3299999999998
025-001,FW 201848,2.0,,165.36
021-007,FW 201840,399559.48,,1584868.55
021-001,FW 201837,118904.0,,1440638.9199999971
021-003,FW 201834,37816.0,,166754.24
022-004,FW 202019,,,
028-023,FW 202005,7413.0,,77757.24000000066
021-017,FW 202044,1210.0,,6926.76
021-003,FW 201928,52535.0,,154605.63000000012
021-002,FW 202034,1532.0,,27254.390000000007
022-004,FW 201914,10.0,,9763.63
027-031,FW 201940,,,
021-008,FW 201929,733369.0,,2715600.1500000013
028-023,FW 202034,14388.0,,104775.99999999968
028-023,FW 202006,7813.0,,78718.51000000053
021-020,FW 201811,2068276.0,,16551596.52000002
028-028,FW 201813,51.0,,2595.710000000002
022-009,FW 201918,5362.0,,41881.199999999975
027-031,FW 201930,,,
022-010,FW 202011,31.0,,1095.6599999999999
021-007,FW 202015,1076073.67,,4781622.130000013
021-006,FW 202014,844.0,,4808.469999999999
021-006,FW 202021,7378.0,,25143.419999999995
022-009,FW 201810,-128.0,,-1014.65
021-090,FW 201944,0.0,,0.0
021-090,FW 201812,30.0,,2292.39
021-005,FW 202008,306181.5,,972689.1400000014
022-014,FW 201818,,,
021-001,FW 202050,173468.0,642272.5,2292943.449999748
021-001,FW 202029,174487.0,,2292897.0400000047
021-015,FW 201751,110.0,,6382.960000000002
021-006,FW 202008,378.0,,1823.8999999999999
028-023,FW 201850,580.0,,10810.049999999963
021-017,FW 202029,352.0,,1404.3200000000002
021-003,FW 201932,55721.0,,169607.0
021-005,FW 201804,275366.49,,817498.5299999998
021-013,FW 201834,,,
022-012,FW 202036,3628.0,,44244.48000000001
028-028,FW 202043,170.0,,10245.58999999999
028-026,FW 202034,,,
021-005,FW 201935,288573.26,,815336.7500000001
021-002,FW 201834,720.0,,13679.38
022-009,FW 201927,47934.0,,239346.15000000247
025-001,FW 201816,17.0,,1274.83
021-008,FW 201815,1091655.0,,4254123.940000001
021-015,FW 201937,102.0,,7082.170000000001
025-003,FW 202103,2.0,,5.9
027-031,FW 202024,,,
022-010,FW 201838,297.0,,7613.879999999997
021-020,FW 201947,857705.5,,6019289.339999995
028-028,FW 202035,92.0,,5520.999999999999
028-028,FW 201851,7.0,,367.16
021-004,FW 201907,4842.0,,15492.96
021-008,FW 201840,688949.0,,2227131.98
021-001,FW 201913,117679.0,,1365156.2799999963
021-017,FW 202008,8.0,,81.47999999999999
021-013,FW 201836,-21.0,,-129.98
021-018,FW 201931,,,
025-001,FW 201945,,,
028-028,FW 201907,30.0,,2115.8599999999997
021-008,FW 201853,637802.0,,1836826.6999999995
021-015,FW 201850,51.0,,3696.83
022-004,FW 202102,,427.0,
021-008,FW 201936,709677.0,,2552240.0500000003
021-003,FW 202014,106564.0,,290686.33000000013
022-009,FW 201844,6943.0,,43594.63999999999
025-001,FW 201904,2.0,,165.36
021-001,FW 201928,120246.0,,1327118.8199999996
021-005,FW 201825,263844.4,,787021.2300000002
021-007,FW 201926,599360.1699999999,,2554045.579999998
021-002,FW 202009,691.0,,13299.239999999998
021-006,FW 201803,1868.0,,10640.089999999998
021-020,FW 202015,3881686.5,,30527600.030000065
028-026,FW 201921,2291.0,,221153.92000000045
021-008,FW 201923,847942.62,,3123556.920000001
021-008,FW 202022,1026003.0,,4184749.469999999
022-012,FW 202029,3505.0,,40908.279999999955
022-004,FW 201951,9.0,,9641.25
021-002,FW 202006,916.0,,8860.96
028-026,FW 202029,,,
022-012,FW 201930,2692.0,,29986.509999999995
022-012,FW 201922,8379.0,,89945.84000000003
022-009,FW 201814,4628.0,,29419.890000000003
021-007,FW 201950,241977.0,,979731.27
021-018,FW 202013,1576.0,,151993.82000000004
021-018,FW 202008,620.0,,60811.610000000015
022-014,FW 201808,,,
021-015,FW 201918,70.0,,4983.499999999999
025-001,FW 201934,,,
021-007,FW 201813,593981.0,,2636888.9199999995
021-008,FW 201917,1107165.0,,3941168.8500000015
022-009,FW 201902,7688.0,,53279.68999999999
022-012,FW 202051,4088.0,12333.0,49195.65999999996
022-014,FW 201809,,,
021-005,FW 201850,260310.65999999997,,778965.3099999997
022-009,FW 202023,63294.0,,322017.5300000001
022-010,FW 201828,123.0,,2712.92
025-001,FW 201943,,,
028-009,FW 202020,11.0,,494.78
028-028,FW 201834,42.0,,2321.2000000000007
021-090,FW 201849,1.0,,250.0
021-020,FW 201837,1424860.04,,11623005.160000002
021-003,FW 201907,58378.0,,185448.88999999984
021-006,FW 201832,732.0,,4496.81
021-017,FW 202043,272.0,,1148.0
027-031,FW 202031,,,
025-003,FW 201750,,,
028-023,FW 201943,3589.0,,22085.829999999838
021-090,FW 202002,1.0,,150.0
021-090,FW 201844,1.0,,96.92000000000002
021-007,FW 202014,958466.0,,4349532.0
021-008,FW 202034,861686.0,,3285128.559999999
021-020,FW 202033,1855278.52,,25139483.440000087
022-012,FW 201821,3991.0,,41639.23999999996
021-008,FW 201947,455117.0,,1351625.72
021-018,FW 201814,3.0,,594.84
021-008,FW 201951,651559.0,,1952513.3200000005
021-008,FW 201841,632081.0,,2048806.4500000002
021-020,FW 201933,1748482.0,,13377617.95000001
028-023,FW 201812,2000.0,,39246.77999999984
022-004,FW 201910,1.0,,225.0
021-003,FW 202047,59855.0,,298362.18
022-004,FW 202023,,,
021-001,FW 201841,122178.0,,1472893.1099999964
021-005,FW 201949,264651.66000000003,,792569.5300000012
022-004,FW 201904,1.0,,122.38
021-005,FW 202045,355121.06,,1237025.39
021-015,FW 201844,111.0,,7244.820000000001
028-023,FW 202020,25145.0,,243713.60000000487
021-018,FW 201920,1.0,,40.55
021-008,FW 201845,562680.0,,1604387.8199999998
028-023,FW 202025,21710.0,,190529.3200000002
021-090,FW 202012,8.0,,500.03
021-008,FW 201803,760462.0,,2240407.4600000004
021-008,FW 201916,1216104.0,,4269382.820000001
021-008,FW 201925,818959.0,,2953441.8499999996
021-006,FW 201836,7987.0,,23049.800000000003
021-001,FW 201840,119911.0,,1452567.6899999955
021-006,FW 201904,2233.0,,8285.4
030-027,FW 201904,59.0,,307.51000000000005
022-009,FW 202005,51254.0,,254203.80000000284
028-026,FW 202048,,,
022-004,FW 202022,,,
022-013,FW 201833,,,
021-003,FW 201931,55901.0,,153017.26999999996
028-023,FW 201808,1048.0,,21179.019999999884
028-023,FW 201846,554.0,,11037.269999999942
021-090,FW 201833,8.0,,770.0
021-003,FW 201848,39267.0,,121184.82
022-009,FW 201933,54692.0,,280774.5000000024
030-027,FW 201909,12.0,,47.04000000000001
021-006,FW 201909,1249.0,,6638.410000000001
028-026,FW 201944,29.0,,974.9499999999998
021-013,FW 201851,,,
028-028,FW 201814,22.0,,1192.0399999999997
021-018,FW 201916,,,
021-004,FW 201928,5873.0,,20127.16
025-001,FW 201938,,,
022-014,FW 201823,,,
027-031,FW 201822,16880.0,,301878.65000000864
022-009,FW 201937,52721.0,,255006.88000000326
028-028,FW 202012,377.0,,18099.389999999894
021-005,FW 201911,273126.67,,818842.2000000003
021-013,FW 201818,-5.0,,-41.94
021-006,FW 202051,4663.0,17185.0,27538.000000000007
021-004,FW 201805,3817.0,,11457.400000000001
028-023,FW 201821,2137.0,,40107.35999999985
021-090,FW 202014,17.0,,1504.9
028-028,FW 202044,297.0,,16891.149999999903
025-001,FW 201840,8.0,,629.92
021-004,FW 201924,4694.0,,14873.510000000006
022-010,FW 202040,135.0,,4227.03
021-020,FW 201922,2135059.0,,16213231.710000018
021-008,FW 201849,467522.0,,1324782.7700000003
021-004,FW 201916,5482.0,,15886.900000000001
021-017,FW 201918,0.0,,0.0
028-028,FW 201946,12.0,,362.94000000000005
021-018,FW 201822,7.0,,1713.94
021-020,FW 201815,2287959.08,,20117139.120000016
022-010,FW 201932,69.0,,1930.39
028-026,FW 202039,,,
021-001,FW 201940,132859.0,,1437341.2300000023
022-009,FW 201815,1318.0,,11451.300000000003
021-007,FW 202016,1101304.5,,5028601.810000009
021-018,FW 201921,-1.0,,-107.81
021-001,FW 201826,115353.0,,1429751.179999995
021-002,FW 202038,714.0,,17796.570000000007
021-018,FW 201835,1.0,,373.0
021-004,FW 201905,4180.0,,12634.029999999999
022-014,FW 201805,,,
028-028,FW 201751,7.0,,388.43
021-090,FW 201932,4.0,,410.0
028-026,FW 202003,6.0,,158.0
021-002,FW 201808,426.0,,4274.15
021-006,FW 201930,769.0,,4267.040000000002
021-006,FW 202012,585.0,,2921.11
028-023,FW 201911,5416.0,,97834.78000000177
021-018,FW 201807,1.0,,104.25
021-008,FW 201949,618396.7,,1894042.5200000005
021-015,FW 202039,115.0,,8286.0
025-001,FW 201841,0.0,,3.75
021-004,FW 201846,3547.0,,11349.21
028-023,FW 201806,516.0,,11033.03999999995
028-026,FW 202027,1.0,,33.0
028-028,FW 202051,175.0,,11454.939999999982
021-008,FW 201909,1071654.0,,3701216.7699999996
028-028,FW 201835,13.0,,1039.9499999999998
028-026,FW 201915,837.0,,104793.8100000001
021-020,FW 201843,994234.0,,7449189.86
021-003,FW 201751,17449.0,,122404.18000000007
021-003,FW 201905,54685.0,,204306.47000000012
028-023,FW 201851,685.0,,12481.349999999922
028-026,FW 201926,816.0,,74351.04999999997
021-013,FW 201936,,,
021-002,FW 201853,139.0,,3748.67
021-015,FW 202007,51.0,,3610.5699999999997
025-001,FW 201937,,,
027-031,FW 201838,2158.0,,9109.919999999973
021-020,FW 201952,1210103.0,,8614317.280000003
021-005,FW 201926,272334.08,,777662.2899999999
021-002,FW 202008,466.0,,7617.13
021-018,FW 201923,1.0,,18.82
028-009,FW 202051,3.0,,142.32
021-007,FW 201921,717781.0,,3110481.8500000006
021-020,FW 201752,1056922.0,,8169652.509999998
021-008,FW 202011,1497781.0,,5520900.859999999
021-001,FW 201942,133811.0,,1444903.6900000006
021-017,FW 202001,18.0,,237.78000000000003
021-004,FW 201751,3335.0,,10801.959999999997
021-006,FW 201822,786.0,,5260.360000000001
025-001,FW 201828,6.0,,449.93999999999994
021-090,FW 202018,13.0,,1861.87
021-007,FW 201812,519053.0,,2271959.709999999
028-028,FW 202027,257.0,,15586.459999999932
021-018,FW 201917,,,
021-008,FW 201811,1147969.0,,4155966.320000002
021-007,FW 201847,247347.0,,943147.3399999994
021-002,FW 202010,616.0,,9301.01
021-004,FW 201942,4143.0,,24037.199999999997
028-028,FW 201803,11.0,,1116.1200000000001
025-001,FW 202008,,,
028-023,FW 201908,4653.0,,79215.44000000153
022-009,FW 202016,71584.0,,350088.17999999935
021-020,FW 201920,2153361.3,,16621970.740000023
022-009,FW 201915,3810.0,,35867.880000000005
022-004,FW 202012,,,
028-028,FW 202031,439.0,,29859.499999999985
021-005,FW 202044,373230.39999999997,,1285274.460000001
021-002,FW 201952,682.0,,4890.9
021-002,FW 202024,1419.0,,16688.5
021-005,FW 201841,267391.32,,876665.3500000001
021-002,FW 202036,1102.0,,22838.219999999998
021-002,FW 201821,604.0,,8677.08
021-003,FW 201942,56384.0,,157371.36000000004
022-009,FW 201946,46931.0,,236869.4400000024
025-003,FW 201802,,,
028-028,FW 201815,21.0,,1854.68
028-026,FW 202032,-2.0,,-66.0
021-005,FW 201916,280169.98,,865909.5599999999
022-014,FW 201904,,,
025-001,FW 201853,4.0,,330.72
028-026,FW 201934,546.0,,37835.800000000025
021-020,FW 202037,1643468.0,,21211417.44000005
021-004,FW 201950,4931.0,,28741.990000000005
028-028,FW 201902,9.0,,1372.82
021-006,FW 201850,13221.0,,30393.890000000007
028-026,FW 202036,,,
021-020,FW 201826,1728321.0,,16030018.640000025
027-031,FW 202015,,,
