"SKU Nbr","SKU","Store","Store Nbr","Market","Market Nbr","Year","Short Week","Sales Units","Sales Units LY","Sales $","Sales $ LY"
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0720-MADISON","0720","0019-NASHVILLE","0019","2021","FW 202101","4","","$103.94",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4906-EAST MADISON","4906","0164-MILWAUKEE","0164","2020","FW 202052","11","","$317.57",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2676-LEOMINSTER","2676","0039-BOSTON/MA/NH","0039","2020","FW 202051","4","","$13.04",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4906-EAST MADISON","4906","0164-MILWAUKEE","0164","2020","FW 202052","5","","$94.35",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","6105-LEVITTOWN (RELO #1201)","6105","0020-LONG ISLAND","0020","2021","FW 202101","1","","$18.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2605-SOMERSET","2605","0039-BOSTON/MA/NH","0039","2020","FW 202050","11","","$317.57",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2650-ROCKLAND","2650","0039-BOSTON/MA/NH","0039","2020","FW 202052","8","","$230.96",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","1218-COPIAGUE","1218","0020-LONG ISLAND","0020","2020","FW 202052","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2650-ROCKLAND","2650","0039-BOSTON/MA/NH","0039","2021","FW 202101","2","","$35.85",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2605-SOMERSET","2605","0039-BOSTON/MA/NH","0039","2021","FW 202101","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0726-CLARKSVILLE, TN","0726","0019-NASHVILLE","0019","2020","FW 202051","1","","$18.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0775-SPRING HILL,TN","0775","0019-NASHVILLE","0019","2021","FW 202101","5","","$144.35",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0735-HENDERSONVILLE,TN","0735","0019-NASHVILLE","0019","2021","FW 202101","11","","$317.57",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0775-SPRING HILL,TN","0775","0019-NASHVILLE","0019","2020","FW 202052","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4926-RACINE","4926","0164-MILWAUKEE","0164","2020","FW 202051","21","","$606.27",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4920-W GREEN BAY","4920","0164-MILWAUKEE","0164","2020","FW 202052","2","","$37.74",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4923-WAUWATOSA","4923","0164-MILWAUKEE","0164","2020","FW 202051","4","","$115.48",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2669-NATICK","2669","0039-BOSTON/MA/NH","0039","2020","FW 202050","4","","$75.48",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","8466-SYOSSET","8466","0020-LONG ISLAND","0020","2020","FW 202052","1","","$28.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4918-WAUKESHA","4918","0164-MILWAUKEE","0164","2021","FW 202101","1","","$16.98",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4941-SE MILWAUKEE","4941","0164-MILWAUKEE","0164","2021","FW 202101","1","","$5.66",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2615-SEEKONK","2615","0039-BOSTON/MA/NH","0039","2020","FW 202049","12","","$346.44",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","1274-HEMPSTEAD","1274","0020-LONG ISLAND","0020","2020","FW 202048","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2651-BELLINGHAM","2651","0039-BOSTON/MA/NH","0039","2021","FW 202101","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0775-SPRING HILL,TN","0775","0019-NASHVILLE","0019","2020","FW 202052","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0778-NASHVILLE BRILEY PARKWAY","0778","0019-NASHVILLE","0019","2021","FW 202102","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0888-S HUNTSVILLE","0888","0089-BIRMINGHAM","0089","2020","FW 202050","5","","$94.35",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0732-THOMPSON LANE","0732","0019-NASHVILLE","0019","2021","FW 202101","9","","$259.83",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0723-BRENTWOOD","0723","0019-NASHVILLE","0019","2020","FW 202051","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4279-COVENTRY","4279","0039-BOSTON/MA/NH","0039","2020","FW 202046","22","","$496.32",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4928-E APPLETON","4928","0164-MILWAUKEE","0164","2020","FW 202052","2","","$17.32",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4920-W GREEN BAY","4920","0164-MILWAUKEE","0164","2021","FW 202101","12","","$346.44",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","8466-SYOSSET","8466","0020-LONG ISLAND","0020","2021","FW 202101","14","","$404.18",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4926-RACINE","4926","0164-MILWAUKEE","0164","2020","FW 202051","7","","$118.88",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2825-CHASKA","2825","0101-MINNESOTA","0101","2020","FW 202052","6","","$173.22",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4935-HUDSON","4935","0101-MINNESOTA","0101","2020","FW 202052","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","6105-LEVITTOWN (RELO #1201)","6105","0020-LONG ISLAND","0020","2021","FW 202101","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2680-PLYMOUTH,MA","2680","0039-BOSTON/MA/NH","0039","2021","FW 202101","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","1208-ELMONT","1208","0020-LONG ISLAND","0020","2020","FW 202049","18","","$519.66",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2659-S ATTLEBORO","2659","0039-BOSTON/MA/NH","0039","2020","FW 202052","4","","$115.48",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","1274-HEMPSTEAD","1274","0020-LONG ISLAND","0020","2020","FW 202049","5","","$94.35",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2605-SOMERSET","2605","0039-BOSTON/MA/NH","0039","2020","FW 202049","6","","$113.22",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","1208-ELMONT","1208","0020-LONG ISLAND","0020","2021","FW 202102","8","","$230.96",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2605-SOMERSET","2605","0039-BOSTON/MA/NH","0039","2020","FW 202051","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0881-HOOVER","0881","0089-BIRMINGHAM","0089","2020","FW 202051","10","","$188.70",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0735-HENDERSONVILLE,TN","0735","0019-NASHVILLE","0019","2020","FW 202050","12","","$226.44",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0734-FRANKLIN,TN","0734","0019-NASHVILLE","0019","2020","FW 202051","4","","$115.48",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0812-SCOTTSBORO","0812","0089-BIRMINGHAM","0089","2021","FW 202102","5","","$144.35",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4909-WEST MADISON","4909","0164-MILWAUKEE","0164","2020","FW 202051","10","","$169.58",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4935-HUDSON","4935","0101-MINNESOTA","0101","2021","FW 202101","9","","$259.83",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2669-NATICK","2669","0039-BOSTON/MA/NH","0039","2020","FW 202049","9","","$259.83",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4902-WEST ALLIS","4902","0164-MILWAUKEE","0164","2020","FW 202052","5","","$94.35",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4903-GRAND CHUTE","4903","0164-MILWAUKEE","0164","2021","FW 202101","2","","$37.74",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","6105-LEVITTOWN (RELO #1201)","6105","0020-LONG ISLAND","0020","2020","FW 202050","6","","$113.22",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2809-BURNSVILLE","2809","0101-MINNESOTA","0101","2021","FW 202102","1","","$16.98",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4906-EAST MADISON","4906","0164-MILWAUKEE","0164","2021","FW 202101","1","","$18.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","1282-SHIRLEY","1282","0020-LONG ISLAND","0020","2020","FW 202052","10","","$288.70",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","1208-ELMONT","1208","0020-LONG ISLAND","0020","2020","FW 202051","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0804-N HUNTSVILLE","0804","0089-BIRMINGHAM","0089","2020","FW 202051","1","","$18.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0804-N HUNTSVILLE","0804","0089-BIRMINGHAM","0089","2020","FW 202050","1","","$18.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0732-THOMPSON LANE","0732","0019-NASHVILLE","0019","2021","FW 202102","1","","$28.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0776-SMYRNA","0776","0019-NASHVILLE","0019","2021","FW 202101","(2)","","($57.74)",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2821-ELK RIVER","2821","0101-MINNESOTA","0101","2021","FW 202101","21","","$606.27",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2825-CHASKA","2825","0101-MINNESOTA","0101","2020","FW 202052","2","","$37.74",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2840-MONTICELLO","2840","0101-MINNESOTA","0101","2021","FW 202101","5","","$75.47",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","8465-RACEWAY","8465","0020-LONG ISLAND","0020","2020","FW 202051","3","","$56.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4920-W GREEN BAY","4920","0164-MILWAUKEE","0164","2020","FW 202052","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2807-MINNEAPOLIS NE","2807","0101-MINNESOTA","0101","2021","FW 202101","3","","$86.61",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4925-WEST BEND","4925","0164-MILWAUKEE","0164","2020","FW 202050","24","","$452.88",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2841-SHAKOPEE","2841","0101-MINNESOTA","0101","2021","FW 202101","8","","$230.96",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4940-MENOMONEE FALLS","4940","0164-MILWAUKEE","0164","2020","FW 202050","10","","$188.70",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2841-SHAKOPEE","2841","0101-MINNESOTA","0101","2020","FW 202052","1","","$18.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2807-MINNEAPOLIS NE","2807","0101-MINNESOTA","0101","2020","FW 202052","1","","$28.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4909-WEST MADISON","4909","0164-MILWAUKEE","0164","2020","FW 202052","(1)","","($28.87)",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2651-BELLINGHAM","2651","0039-BOSTON/MA/NH","0039","2020","FW 202052","1","","$28.87",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0810-JASPER,AL","0810","0089-BIRMINGHAM","0089","2020","FW 202052","0","","$3.78",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","0813-E MONTGOMERY","0813","0089-BIRMINGHAM","0089","2020","FW 202051","2","","$37.74",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0723-BRENTWOOD","0723","0019-NASHVILLE","0019","2021","FW 202101","24","","$689.52",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","0726-CLARKSVILLE, TN","0726","0019-NASHVILLE","0019","2020","FW 202050","10","","$288.70",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2669-NATICK","2669","0039-BOSTON/MA/NH","0039","2020","FW 202052","27","","$779.49",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","2813-EAGAN","2813","0101-MINNESOTA","0101","2020","FW 202052","0","","$0.00",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2669-NATICK","2669","0039-BOSTON/MA/NH","0039","2021","FW 202101","19","","$548.53",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","8465-RACEWAY","8465","0020-LONG ISLAND","0020","2021","FW 202101","2","","$37.74",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","4918-WAUKESHA","4918","0164-MILWAUKEE","0164","2020","FW 202051","12","","$346.44",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","2681-NORWOOD","2681","0039-BOSTON/MA/NH","0039","2020","FW 202051","3","","$86.61",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","6105-LEVITTOWN (RELO #1201)","6105","0020-LONG ISLAND","0020","2020","FW 202048","3","","$86.61",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","4923-WAUWATOSA","4923","0164-MILWAUKEE","0164","2021","FW 202101","1","","$18.87",""
"1005945472","1005945472-1X6-8' TIMELESS WHITE SHLAP 2 PACK","8466-SYOSSET","8466","0020-LONG ISLAND","0020","2020","FW 202048","(1)","","($28.87)",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","1206-FREEPORT","1206","0020-LONG ISLAND","0020","2020","FW 202051","5","","$94.35",""
"1003912161","1003912161-1X4-8' TIMELESS WHITE TRIM 2 PACK","1272-HUNTINGTON,NY","1272","0020-LONG ISLAND","0020","2021","FW 202101","(1)","","($18.87)",""
