"SKU","SKU Nbr","Store","Store Nbr","Short Week","Sales Units","Sales $","Str OH Units Wkly"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202039","","","244"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202025","","","265"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202036","(1)","($21.98)","233"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202025","2","$43.96","257"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202025","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202041","","","257"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202049","","","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202021","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202037","2","$32.97","470"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202041","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202050","","","178"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202024","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202030","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202021","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202022","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202040","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202051","","","140"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202040","","","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202030","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202020","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202101","","","475"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202047","","","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202022","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202025","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202027","","","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202042","2","$43.96","232"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202037","","","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202036","5","$109.90","177"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202030","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202042","3","$65.94","195"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202045","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202051","","","231"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202041","1","$21.98","161"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202034","1","$21.98","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202043","","","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202034","","","247"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202027","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202046","","","169"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202028","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202019","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202047","","","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202022","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202042","1","$21.98","222"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202043","","","266"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202021","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202028","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202034","3","$65.94","246"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202049","","","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202023","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202031","","","258"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202052","","","140"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202026","","","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202032","","","228"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202022","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202041","","","175"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202027","3","$65.94","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202044","1","$21.98","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202022","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202029","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202047","","","242"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202030","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202044","","","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202033","","","266"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202022","","","263"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202020","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202033","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202052","","","229"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202049","","","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202045","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202021","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202040","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202047","","","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202030","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202041","","","249"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202023","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202038","7","$153.86","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202021","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202035","1","$21.98","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202050","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202040","","","476"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202046","","","145"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202052","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202030","","","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1504-COLORADO SPRINGS","1504","FW 202029","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202034","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202019","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202041","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202049","5","$98.91","160"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202050","","","194"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202045","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202027","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202042","","","285"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202030","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202048","","","79"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202039","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202042","2","$43.96","255"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202039","2","$43.96","223"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202037","1","$21.98","253"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202036","","","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202025","10","$219.80","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202039","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202029","","","261"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202048","","","243"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202101","","","250"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202042","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202027","2","$43.96","252"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202041","1","$21.98","195"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1535-EVERGREEN","1535","FW 202052","","","3"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202050","","","196"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202027","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202021","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202021","1","$21.98","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202049","","","282"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202030","","","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202031","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202021","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202048","","","242"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202040","1","$21.98","196"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202037","","","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202035","","","219"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202045","3","$65.94","182"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202051","","","159"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202038","","","227"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202034","","","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202028","2","$43.96","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202025","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202042","","","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202034","","","222"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202102","3","$65.94",""
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202046","1","$21.98","242"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202024","1","$21.98","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202026","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202027","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202036","","","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202035","1","$21.98","261"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202032","","","234"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202101","2","$43.96","56"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202051","","","320"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202042","","","266"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202043","","","221"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202031","","","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202040","","","234"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202049","","","256"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202045","","","149"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202043","1","$19.78","217"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202031","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202038","8","$175.84","197"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202052","1","$5.93","229"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202052","","","191"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202036","","","229"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202043","","","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202036","","","203"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202023","2","$43.96","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202038","3","$65.94","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202031","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202036","","","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202051","","","178"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202027","1","$21.98","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202021","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202039","","","249"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202046","","","229"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202034","","","252"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202041","(2)","($43.96)","266"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202037","","","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202041","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202037","6","$131.88","250"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202049","","","475"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202048","","","136"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202039","","","323"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202045","(3)","($65.94)","475"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202031","4","$87.92","226"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202037","1","$21.98","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202023","2","$43.96","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202033","3","$65.94","224"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202045","","","255"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202027","4","$87.92","243"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202048","","","208"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202049","","","178"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202044","1","$21.98","145"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202034","","","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202041","","","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202049","","","238"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1519-LITTLETON","1519","FW 202101","","","272"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202041","4","$87.92","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202030","(1)","($21.98)","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202041","1","$21.98","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202029","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202040","","","225"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202052","","","2"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202047","","","203"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202022","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202028","","","232"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202042","3","$65.94","241"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202048","","","138"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202051","","","235"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202049","","","244"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202047","","","169"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202047","46","$1,011.08","211"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202031","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202035","","","247"
