"SKU","SKU Nbr","Store","Store Nbr","Short Week","Sales Units","Sales $","Str OH Units Wkly"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202037","2","$43.96","227"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202035","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202029","","","253"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1548-N THORNTON","1548","FW 202037","24","$527.52","190"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202101","","","218"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202038","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202050","","","255"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202045","","","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202033","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202019","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1529-LOVELAND","1529","FW 202051","","","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202035","","","252"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202028","4","$87.92","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202036","4","$72.53","218"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202045","5","$109.90","239"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202021","","","0"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202101","","","174"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202029","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202038","","","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202045","","","466"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202040","2","$43.96","175"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202022","7","$153.86","257"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202029","10","$219.80","212"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1522-GOLDEN","1522","FW 202049","","","242"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202031","1","$21.98","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202037","12","$263.76","206"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202033","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202027","6","$131.88","232"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202028","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202027","3","$65.94","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202035","","","243"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202101","","","243"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202046","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202047","","","248"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202025","","","211"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202040","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202032","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202019","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202037","","","234"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202049","","","248"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202101","1","$21.98","247"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1504-COLORADO SPRINGS","1504","FW 202032","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202032","","","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202040","","","254"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202101","","","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202040","","","250"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1512-FT COLLINS","1512","FW 202042","","","194"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202041","","","105"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202034","2","$43.96","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202038","","","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1546-BOULDER","1546","FW 202037","","","250"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1550-LAKEWOOD-NORTH","1550","FW 202040","","","251"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202052","","","127"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202043","28","$615.44","225"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202030","","","248"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1544-N FT COLLINS","1544","FW 202025","6","$131.88","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202034","","","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202052","7","$153.86","133"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202049","","","146"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202025","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202026","(1)","($21.98)","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202032","","","209"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1552-FIRESTONE","1552","FW 202032","1","$21.98","255"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202020","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202037","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202042","1","$21.98","240"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202052","","","235"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202101","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202032","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202035","","","229"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1519-LITTLETON","1519","FW 202037","1","$21.98","107"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1538-NE COLORADO SPRINGS","1538","FW 202052","","","158"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202043","","","222"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202052","","","218"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1538-NE COLORADO SPRINGS","1538","FW 202052","","","183"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202048","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202052","","","159"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202037","","","246"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202035","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202043","3","$65.94","282"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202026","6","$127.48","259"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202047","","","235"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202037","","","400"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202043","","","247"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202101","","","127"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202040","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1532-STAPLETON","1532","FW 202101","4","$85.73","231"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1546-BOULDER","1546","FW 202046","","","136"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202035","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202035","8","$175.84","241"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202022","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202041","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202027","1","$21.98","252"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202022","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202048","","","203"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202024","","","263"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202040","4","$87.92","241"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202036","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1528-SADDLEROCK","1528","FW 202039","","","174"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202050","4","$87.92","234"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202030","1","$21.98","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202037","7","$153.86","222"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202039","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1526-GLENDALE,CO","1526","FW 202048","","","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202020","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202031","","","256"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1502-ARVADA","1502","FW 202037","1","$16.48",""
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202049","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1510-ACADEMY BLVD","1510","FW 202033","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202031","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1517-WESTMINSTER, CO","1517","FW 202025","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202036","","","504"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202049","2","$43.96","77"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202039","","","260"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1504-COLORADO SPRINGS","1504","FW 202029","","","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202032","","","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1511-PUEBLO","1511","FW 202044","","","255"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1515-GREELEY","1515","FW 202044","1","$21.98","79"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1535-EVERGREEN","1535","FW 202038","","","17"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202040","","","470"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202032","","","256"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202050","","","256"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202051","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202038","","","223"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1514-LAKEWOOD, CO","1514","FW 202033","10","$219.80","239"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202029","","","252"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202041","","","260"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1529-LOVELAND","1529","FW 202044","","","220"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1540-HIGHLANDS RANCH","1540","FW 202032","","","230"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1544-N FT COLLINS","1544","FW 202031","2","$43.96","227"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202050","","","199"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202048","","","138"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202026","2","$43.96","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202035","0","$0.00","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202024","","","254"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1547-BRIGHTON,CO","1547","FW 202027","","","263"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202036","","","165"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202023","2","$43.96","255"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1515-GREELEY","1515","FW 202032","16","$351.68","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202029","","","231"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202037","","","165"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202024","","","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202032","","","250"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1521-LONGMONT","1521","FW 202051","","","238"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1551-NORTH AURORA","1551","FW 202048","","","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1504-COLORADO SPRINGS","1504","FW 202034","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202019","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1507-DENVER SW","1507","FW 202023","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1516-PARKER","1516","FW 202027","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202025","","","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202028","4","$87.92","258"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202029","","","251"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1523-PIONEER HILLS","1523","FW 202024","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202041","","","204"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1549-JEFFERSON COUNTY","1549","FW 202023","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1549-JEFFERSON COUNTY","1549","FW 202046","1","$21.98","178"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202051","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202031","","","263"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202021","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1501-AURORA, CO","1501","FW 202026","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202024","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202048","","","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1548-N THORNTON","1548","FW 202051","","","236"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1522-GOLDEN","1522","FW 202047","","","256"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1504-COLORADO SPRINGS","1504","FW 202051","5","$109.90","233"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1502-ARVADA","1502","FW 202038","10","$219.80","155"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1505-SANTA FE","1505","FW 202048","","","165"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1510-ACADEMY BLVD","1510","FW 202029","2","$43.96","252"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1511-PUEBLO","1511","FW 202034","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202037","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202043","","","238"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1520-BEAR VALLEY","1520","FW 202030","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1531-CASTLE ROCK","1531","FW 202048","1","$21.98","245"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202021","","","0"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1514-LAKEWOOD, CO","1514","FW 202043","6","$131.88","246"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202022","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202033","","","253"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202035","","","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1523-PIONEER HILLS","1523","FW 202036","","","243"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1540-HIGHLANDS RANCH","1540","FW 202031","","","262"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1503-THORNTON","1503","FW 202044","","","231"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202035","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1512-FT COLLINS","1512","FW 202036","","","223"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1550-LAKEWOOD-NORTH","1550","FW 202029","","","261"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1503-THORNTON","1503","FW 202048","","","202"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1507-DENVER SW","1507","FW 202042","8","$175.84","153"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1509-GREENWOOD VILLAGE","1509","FW 202043","","","249"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202040","","","239"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1528-SADDLEROCK","1528","FW 202027","2","$43.96","235"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1541-MONUMENT","1541","FW 202033","","","244"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1552-FIRESTONE","1552","FW 202027","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1518-SW COLORADO SPRINGS","1518","FW 202032","","","248"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1524-BROOMFIELD","1524","FW 202035","8","$175.84","203"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1551-NORTH AURORA","1551","FW 202026","","","264"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1547-BRIGHTON,CO","1547","FW 202051","","","201"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1501-AURORA, CO","1501","FW 202050","","","320"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202048","","","244"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202028","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1506-LOUISVILLE","1506","FW 202031","","","262"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1518-SW COLORADO SPRINGS","1518","FW 202046","","","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1508-PARK MEADOWS","1508","FW 202025","5","$109.90","259"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1516-PARKER","1516","FW 202039","","","240"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1517-WESTMINSTER, CO","1517","FW 202044","","","222"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1524-BROOMFIELD","1524","FW 202021","","","264"
"1005559956-3/8" X 8" X 16' LP CEDAR EMBD SIDING","1005559956","1532-STAPLETON","1532","FW 202044","","","247"
"1005559955-3/8" X 8" X 16' LP EMB MAHOG SIDNG","1005559955","1506-LOUISVILLE","1506","FW 202021","","","264"
