SKU_Nbr,Market_Nbr,Sales_Units,Sales_Dollars
1004528710,0002,6,58.97
315110,0002,4197,171019.70999999988
440626,0002,2015,6927.7500000000036
301284,0002,605,4482.0799999999981
1001753993,0002,44833,620833.58999999915
1005584228,0002,85,844.31000000000017
1005584428,0002,29,231.42000000000004
1001753743,0002,747532,4541618.6800000137
1005584804,0002,51,864.28
440542,0002,9964,184588.45999999961
1002922383,0002,8094,240867.35000000036
1001753986,0002,28941,281473.99000000092
461448,0002,908,270.89000000000004
1000012648,0002,1667,23152.599999999991
1001790448,0002,25964,849843.51000000013
461487,0002,10518,56341.980000000018
433183,0002,2749,6920.2699999999986
1005584818,0002,68,406.64
1001753827,0002,226657,2099289.0000000005
160954,0002,758272,931815.86999999976
1001753869,0002,142664,1870514.3199999991
1001754091,0002,12160,361699.03999999969
1002275171,0002,26267,83839.410000000033
726653,0002,18869,262013.11999999842
1002625925,0002,2581,2476.4000000000042
260430,0002,8991,238732.31000000035
1002185336,0002,9438,37606.339999999975
917371,0002,514,1607.2199999999989
1005129729,0002,17469,568725.90999999922
1000027606,0002,6991,59979.93
441895,0002,2057,68346.659999999829
462296,0002,665,390.39
432080,0002,7797,28575.349999999969
1001754110,0002,10469,260059.04999999914
430400,0002,183407,197970.82000000007
641183,0002,42672,2022382.0100000063
1005584724,0002,122,483.77999999999992
363259,0002,464070,486277.05999999994
481869,0002,46335,106418.91000000005
1005583868,0002,37,377.24
1001753949,0002,80125,430940.28000000061
1001754077,0002,14720,343387.12999999931
1001784156,0002,58963,269218.62999999971
778459,0002,390,8848.98
258132,0002,30909,591471.06000000017
256276,0002,477580,5308589.910000002
1001754831,0002,126795,1013970.8799999984
439588,0002,988793.48,1304914.7900000061
1002341934,0002,8583,124189.56999999998
1005584708,0002,30,537.59999999999991
156797,0002,4450,37494.320000000043
1001753748,0002,361866,2724975.0500000054
738111,0002,1163,60502.95999999997
1005583982,0002,18,197.64000000000004
1001753914,0003,96945,1133302.5800000019
462633,0003,2071,20020.20000000003
1005584806,0003,4,59.92
164704,0003,94779,167322.62000000142
689211,0003,15195,138750.44999999992
351359,0003,923,6361.31
1002341976,0003,2975,67672.539999999964
430269,0003,2018,29457.140000000007
1005583943,0003,4,23.92
411310,0003,31331,278874.08999999939
1001754095,0003,11077,209470.40999999971
1005584486,0003,17,152.66000000000003
156676,0003,6757,44225.770000000004
363259,0003,373768,405283.58000000025
1001308546,0003,840,15443.55
1005011955,0003,257,4552.3499999999985
689165,0003,34957,230792.99000000043
1005584818,0003,3,17.94
1005584813,0003,3,59.94
726653,0003,5579,69007.1499999998
315110,0003,1953,81165.689999999959
1005583844,0003,4,27.220000000000006
160954,0003,272761,337779.91999999835
1001754835,0003,44800,494785.19000000018
917371,0003,199,625.11999999999989
1002275158,0003,3693,18734.910000000003
461653,0003,180,72.740000000000009
689173,0003,11472,104801.78
462296,0003,404,230.51
1001753958,0003,54299,350423.44000000192
1001754072,0003,7084,128884.74000000003
378739,0003,644,13246.81
738111,0003,137,6239.8000000000011
1005583834,0003,6,35.28
647550,0003,1400,63874.32
1005583935,0003,3,23.94
256276,0003,226102,2473530.1799999978
777683,0003,1997,18453.30000000001
430400,0003,114920,122600.45999999993
1001753972,0003,30588,242069.62999999963
1005584228,0003,3,29.94
1002922383,0003,5070,134664.00999999998
1000013847,0003,3061,72970.749999999985
460788,0003,108,26.57
1005584816,0003,2,11.96
1005584724,0003,8,31.84
1005584428,0003,2,15.96
1002185329,0003,7605,17919.99000000002
672111,0003,1199,41572.049999999923
165360,0003,125455,279599.23999999987
393518,0003,38305,350154.9700000002
1001753906,0003,97647,930167.1100000001
1005584432,0003,6,29.880000000000003
1002549350,0003,9,344.78999999999996
1005583839,0003,4,27.230000000000004
1001753988,0003,15661,181988.24000000057
461443,0003,7475,29561.02000000004
1001754130,0003,20321,739035.2900000033
1001754110,0003,6242,148030.4799999996
1001753960,0003,81226,484735.74000000325
1002341955,0003,2900,51500.979999999996
461448,0003,223,68.920000000000016
461487,0003,6844,34074.35000000002
1001753990,0003,32606,356393.809999999
260931,0003,6516,288569.66999999993
1001753743,0003,294178,1731105.6099999999
884831,0003,31418,86864.799999999974
1001754077,0003,7742,166512.17999999993
1001753869,0003,37198,458898.94000000018
1001753949,0003,42772,225475.86000000106
1005129729,0003,5329,158008.61000000019
260430,0003,6803,178040.37999999971
1001754124,0003,20310,626168.9399999989
1002185331,0003,6594,20430.78999999999
1001753935,0003,54730,833139.68000000063
1000032541,0003,3702,8156.7199999999993
689254,0003,4933,56097.429999999993
460219,0003,5771,18301.020000000033
1002185336,0003,3557,15130.740000000016
1001753965,0003,35314,258240.38000000059
258132,0003,19825,366945.819999999
1002341934,0003,3927,56579.729999999981
1005583868,0003,5,42.92
302477,0003,72121,271916.44000000006
1002275152,0003,4104,21078.529999999995
1005584382,0003,8,54.45
260691,0003,8380,229218.61999999956
437246,0003,4515,6166.2600000000029
1001753967,0003,36082,317036.23000000033
196088,0003,2605,50945.87000000001
1000027606,0003,1120,8805.44
1001753827,0003,70974,623312.540000001
156797,0003,1655,14624.999999999991
1005584802,0003,4,39.92
1001754013,0003,15203,189789.02999999956
430792,0003,65695,65520.420000000006
1001753877,0003,146045,1089781.8000000019
441895,0003,560,16542.409999999993
1004718897,0003,974,50492.48000000001
315412,0003,114312,239007.9300000002
198006,0003,4683,211221.7
258552,0003,1858,45164.289999999994
1001753986,0003,12396,119576.81000000048
689203,0003,3100,21837.920000000002
440626,0003,239,806.19
1001311054,0003,17210,16640.580000000027
1002275150,0003,9270,34691.770000000019
440572,0003,821,22850.579999999998
433183,0003,14,33.419999999999995
193624,0003,1838,53409.439999999886
351328,0003,1248,33162.919999999984
1000032455,0003,557,14201.829999999998
1005584460,0003,11,54.78
1001754119,0003,5038,197123.24000000005
1001754831,0003,71981,541797.69000000006
1001754002,0003,16390,349570.4099999998
1002185326,0003,14726,23362.52
440539,0003,3217,32563.690000000024
1002275171,0003,8867,28187.03000000005
1001754832,0003,42894,412110.81000000017
1001753993,0003,21686,278565.66999999963
129430,0003,97013,400134.64999999804
1001790455,0003,14390,65330.979999999981
1005583847,0003,5,44.900000000000006
1001790410,0003,47411,164378.72999999998
778506,0003,1456,23862.350000000013
1001754117,0003,6114,183206.0999999996
1002625925,0003,1880,1797.2500000000005
1000013893,0003,23705,112894.54000000001
1001753849,0003,223567,1037507.2500000013
461902,0003,5994,46495.52000000007
257974,0003,46654,714184.37000000232
1001753998,0003,22412,359883.76
1005584708,0003,3,53.94
1004865241,0003,82,424.76
1005710701,0003,13,1289.74
440542,0003,4070,68643.3699999999
1001753748,0003,119418,855873.89999999967
1001754091,0003,5401,152664.46999999986
259270,0003,10751,174269.45999999973
647693,0003,21360,1003004.9800000001
536763,0003,8560,159145.50999999978
1000043094,0003,1010,13059.380000000003
1004865236,0003,1042,13210.149999999998
481869,0003,62907,138288.49000000008
1001753944,0003,123636,535103.7099999974
368253,0003,1110,22803.92
695503,0003,48323,1844596.159999996
914335,0003,1581,4489.3999999999969
1000012648,0003,703,9690.4599999999955
439588,0003,210386,282813.05000000069
1004718703,0003,21,861.27
1001754837,0003,29556,495083.26999999996
689181,0003,13395,69328.219999999972
824232,0003,2152,10386.079999999853
1001784150,0003,6108,36985.63
687642,0003,154960,336600.88
1001784156,0003,8361,36193.590000000047
363259,0004,322275,317364.65000000037
1001753748,0004,125398,874534.329999999
1001790455,0004,15175,69889.089999999982
129430,0004,91284,383607.87000000034
1001753972,0004,22771,170317.66999999926
689157,0004,21198,110050.62999999998
1001753914,0004,85177,979723.55999999994
1004865241,0004,904,4209.92
1001754119,0004,4936,163325.65000000002
777683,0004,1624,15450.880000000001
1001754072,0004,6712,120417.70999999977
1002275158,0004,6655,33114.1
1001754077,0004,7517,163815.07999999993
214840,0004,206,1705.3899999999999
1001754837,0004,16560,260679.98999999985
160954,0004,372735.5,461815.97999999905
1001754831,0004,36350,270346.97000000009
461902,0004,4781,38127.849999999977
156797,0004,5531,42551.910000000025
1001753827,0004,73481,638723.64000000083
1001754827,0004,41763,418089.24000000011
1002185336,0004,5264,21743.249999999996
1002185326,0004,25327,38312.020000000055
261023,0004,20,1014.48
1002341955,0004,3169,57424.28
430269,0004,1801,26657.010000000002
1000012648,0004,1731,23860.599999999977
461487,0004,3562,19086.330000000005
256276,0004,189517,2003417.130000005
259270,0004,6911,108737.69999999998
1000013966,0004,20,2337.5400000000004
1001754825,0004,21443,183975.80000000002
1001753849,0004,175687,794713.12000000058
689181,0004,4513,21033.420000000006
687642,0004,263662,572333.25000000326
440542,0004,8039,134520.04999999987
1001784156,0004,14891,56524.600000000006
672111,0004,387,13436.030000000002
260931,0004,4743,200289.96999999997
461448,0004,2141,633.84000000000015
778506,0004,950,16293.340000000004
706157,0004,720,9522.9600000000009
641184,0004,46441,1721802.9600000002
1001754835,0004,25599,286556.51
1000032455,0004,555,17899.37
1002341976,0004,2975,70291.129999999961
536763,0004,20642,385141.39999999956
351359,0004,1874,12885.13
824232,0004,969,4714.8900000000285
689165,0004,8036,47406.409999999974
164704,0004,179854,322532.95000000007
1001753960,0004,75368,402271.38000000018
689173,0004,11588,102996.37
196088,0004,2212,42028.979999999996
1002341934,0004,4540,68674.099999999977
1001754095,0004,12441,188807.07999999964
441895,0004,1378,40617.269999999975
1001753988,0004,11377,126448.0000000001
1002625925,0004,3091,2948.2600000000034
258132,0004,19294,344891.00999999966
460788,0004,2435,600.2
1001753944,0004,129698,472688.27999999921
1001724066,0004,130,716.8199999999996
1001753906,0004,87789,843415.44000000041
1000247126,0004,668,8997.48
530904,0004,208,1520.2300000000002
185686,0004,15366,17373.770000000011
738111,0004,1069,50138.859999999971
1001754829,0004,28991,394204.69000000012
393518,0004,715,6899.5600000000022
1002275150,0004,14028,51589.490000000027
1000013847,0004,36818,322708.05999999994
1001753743,0004,287031,1652114.4200000016
165360,0004,232557,513411.91000000009
411310,0004,29119,243189.70999999956
1002275171,0004,16028,44643.449999999975
466120,0004,3595,20150.010000000006
1001754821,0004,63923,402508.77
1001753958,0004,51453,311643.42999999993
689254,0004,6094,66918.579999999958
260691,0004,7004,180656.76
976904,0004,1896,9264.2
1001753869,0004,37472,459913.46999999991
1000027606,0004,1560,13419.689999999999
461653,0004,1408,567.95999999999981
1001754117,0004,7172,189390.31999999966
1000045651,0004,25,1529
1004718897,0004,848,42050.42
1005011955,0004,609,10749.130000000012
1005710701,0004,28,2759.76
1001754130,0004,22824,829752.5000000021
378739,0004,1380,28707.469999999994
1002185329,0004,13760,31059.120000000006
351460,0004,1956,63307.329999999951
917371,0004,319,991.719999999999
257974,0004,41491,616884.59999999951
1001754091,0004,4711,132519.29999999987
1001754832,0004,20846,188399.76999999993
641092,0004,1954,99535.130000000034
1001754002,0004,15125,319945.14999999997
315110,0004,1945,81970.639999999956
1000043094,0004,601,7712.7800000000007
689211,0004,2672,21322.429999999993
315412,0004,95552,182056.94
1001753877,0004,124947,934240.42000000109
884831,0004,51268,137522.87000000023
102424,0004,886,26206.810000000038
156676,0004,18172,118578.31000000003
1005172269,0004,5697,285467.42999999993
430792,0004,45032,50166.609999999942
1001801607,0004,28915,102970.18999999994
1001311054,0004,52083,51262.500000000036
1001753990,0004,30051,332690.3699999997
1001753998,0004,25130,402678.39000000019
439588,0004,186950,238676.16000000018
1000013991,0004,0,0
1001753986,0004,8574,79741.63
1001753935,0004,48635,731508.85000000114
1001753965,0004,23583,154590.74999999959
1000013893,0004,1226,12825.4
1002275152,0004,6464,32711.120000000032
1001754124,0004,21703,665757.76000000234
475028,0004,2747,3236.2199999999989
433183,0004,861,2019.0999999999997
440572,0004,1706,50008
1004718703,0004,51,1413.6200000000001
1001753993,0004,22030,286864.84999999957
726653,0004,13181,161773.39999999935
462296,0004,1979,1159.5400000000011
1001308546,0004,784,13741.560000000005
1001213689,0004,130,139441.87
430400,0004,116944,128231.21000000005
481869,0004,30039,68739.369999999981
1001753949,0004,27450,120018.73999999998
440539,0004,6867,69514.859999999957
1001753967,0004,29096,242145.05000000016
1004865236,0004,-715,22860.89
1005129729,0004,13698,407178.69000000053
689203,0004,5207,36903.29
1000034643,0004,2,224.30000000000004
460219,0004,6454,21636.1
1001754013,0004,12017,168094.3799999996
351328,0004,2644,70118.01999999996
260430,0004,5491,137627.48999999979
1002922383,0004,4298,106305.57
302477,0004,59805,209608.65999999916
461443,0004,6480.75,28447.639999999967
193624,0004,1309,43530.779999999912
258552,0004,2242,54008.220000000016
1000032541,0004,1562,25573.95
1005095625,0004,12653,590975.94000000064
914335,0004,4328,12298.069999999772
1002185331,0004,11458,35151.410000000018
1001787386,0004,1561,12056.970000000003
1001754110,0004,5073,104713.47999999994
1002806943,0005,802,14697.749999999949
1002275152,0005,4148,22317.389999999647
1002275150,0005,9189,36583.419999999875
1002275158,0005,4755,27040.029999999744
1004718703,0005,82,2229.59
1001412558,0005,4634,38627.289999999914
1003933836,0005,355,6453.0799999999863
1005011955,0005,452,7935.190000000016
1003933837,0005,190,4291.6799999999921
1003933835,0005,336,12333.930000000004
1002275171,0005,13721,45024.809999997764
1003933833,0005,775,8749.9999999999982
1005710701,0005,9,869.83
1004718833,0005,138,2319.09
1002185331,0005,8563,24735.439999999435
487404,0005,16644,46195.720000000045
1001724066,0005,11,63.47
1001101228,0005,3894,55938.420000000013
1000032455,0005,692,15053.579999999998
1002185336,0005,4939,18921.76999999999
1002806939,0005,550,8425.14999999992
1000012648,0005,1149,15799.779999999933
1002185326,0005,20651,30872.540000000041
1002806941,0005,109,3858.2500000000005
1002625925,0005,3422,3302.7300000000032
1001749849,0005,15989,36653.959999999766
1002185329,0005,12118,26670.630000000136
1001101224,0005,5336,51685.4100000002
926009,0006,3816,39934.440000000432
1005584816,0006,36,210.29999999999995
1005584227,0006,8,92.640000000000015
112345,0006,7070,157488.03000000166
1001283617,0006,1208,9521.25000000001
461448,0006,2667,870.14999999999952
743748,0006,1353,24525.219999999925
958719,0006,6141,85421.419999998921
517705,0006,28865,1420254.7500000147
720061,0006,20194,151896.15000000046
834001,0006,1108,24867.029999999933
1000032541,0006,486,3115.2599999999998
1005820586,0006,150,1012.14
1001860744,0006,3804,33007.279999999933
1002928636,0006,5769,203488.33999999907
1005584818,0006,36,212.28999999999994
103064,0006,10990,124063.25999999759
1005584404,0006,14,223.56
300950,0006,14421,140430.00999999832
1002806941,0006,1084,33000.690000000264
155713,0006,13406,130833.84000000011
300810,0006,13645,79940.769999999276
430552,0006,11801,18758.839999999938
462296,0006,2405,1565.6599999999996
1002806943,0006,7947,112595.28000000559
1005447571,0006,5894,100935.77999999911
1002806942,0006,1048,31970.100000000217
451576,0006,62354,268800.40000000462
914584,0006,184397,524947.3700000078
905178,0006,18287,166768.35999999972
441244,0006,8861,62882.29
1002806937,0006,3873,31796.169999999158
925877,0006,1568,16754.329999999976
1001412558,0006,6928,56554.6199999998
696170,0006,23640,576823.39999999793
445789,0006,16956,137663.84999999817
300888,0006,19383,142667.42999999796
1005583839,0006,71,489.98
1005584708,0006,23,406.35
461443,0006,17832,79667.979999999967
461653,0006,1618,785.08000000000072
279388,0006,14932,182713.46000000264
1005584228,0006,66,648.71000000000038
925778,0006,20070,151912.5099999985
1001283607,0006,5051,19969.839999999829
1002806939,0006,3484,64004.74000000181
103078,0006,10789,190738.9800000017
1002185336,0006,12734,62450.450000000026
805157,0006,7940,168139.82000000033
219743,0006,7959,123080.8600000007
1001660536,0006,11768,60902.859999999477
1005583982,0006,13,142.74
487404,0006,49505,125334.95999999999
1000040067,0006,9034,89280.470000000874
1002806938,0006,2854,99853.239999997488
1005427985,0006,8555,54661.290000002125
169906,0006,4206,51157.340000000011
1003364757,0006,8183,41381.5300000002
461902,0006,12216,107782.10999999968
1001860786,0006,2064,29453.609999999975
748005,0006,3748,23771.130000000005
1005583868,0006,20,198.59999999999997
439925,0006,5105,29731.639999999847
1002185331,0006,21771,81450.819999999367
1004865236,0006,260,6350.0499999999993
1003364761,0006,4642,33908.580000000053
1000007421,0006,2888,9218.7600000000148
619375,0006,19690,83515.350000001737
300969,0006,13959,265693.69999999588
1002185329,0006,28888,81731.9099999991
103095,0006,8047,181777.58999999936
1005584382,0006,27,188.46000000000004
